"","tag","sji","prior","targetP","act","tagFile"
"168","mysql",0.415804975946152,-4.70585311209481,0,-4.29004813614865,"004/3004"
"169","language-agnostic",0.0874795431584381,-4.06179436210342,0,-3.97431481894498,"004/3004"
"170","python",0.137822775736894,-4.41515242255967,0,-4.27732964682277,"004/3004"
"171","c++",0.21368105426266,-4.70585311209481,0,-4.49217205783215,"004/3004"
"172","php",-0.0204540240121541,-4.18898111451695,0,-4.20943513852911,"004/3004"
"173","svn",0.105374620482875,-4.47298242809712,0,-4.36760780761425,"004/3004"
"174","visual-studio",0.0120250051579434,-4.33410148089045,0,-4.32207647573251,"004/3004"
"175","javascript",0.0985964169900388,-4.53427819087834,0,-4.43568177388831,"004/3004"
"176","windows",-0.00407624492898299,-4.41515242255967,0,-4.41922866748865,"004/3004"
"177","java",-0.0519976297994974,-4.30844736888416,0,-4.36044499868366,"004/3004"
"178","linq",0.474984349990936,-5.52179419565237,0,-5.04680984566143,"004/3004"
"179","ruby",0.146600701264995,-4.82464033193599,0,-4.678039630671,"004/3004"
"180","html",0.100872845848873,-4.74392828019463,0,-4.64305543434576,"004/3004"
"181","tools",0.169292310998734,-4.95917490137094,0,-4.78988259037221,"004/3004"
"182","unit-testing",0.150323242986814,-4.95917490137094,0,-4.80885165838413,"004/3004"
"183","web",0.0663599046971615,-4.78348372138451,0,-4.71712381668735,"004/3004"
"184","web-development",0.338728155829703,-5.52179419565237,0,-5.18306603982266,"004/3004"
"185","c",0.104371943009871,-5.00829923429871,0,-4.90392729128884,"004/3004"
"186","linux",0.0713178225930822,-4.95917490137094,0,-4.88785707877786,"004/3004"
"187","security",0.279761496545969,-5.44141821018871,0,-5.16165671364274,"004/3004"
"188","unix",0.110447517263376,-5.17182000058089,0,-5.06137248331752,"004/3004"
"189","mvc",0.262113362661415,-5.52179419565237,0,-5.25968083299095,"004/3004"
"190","css",0.0304225912686422,-5.00829923429871,0,-4.97787664303007,"004/3004"
"191",".net-3.5",0.291723948385484,-5.60913873939504,0,-5.31741479100955,"004/3004"
"192","vb.net",0.0356898044420981,-5.05992658581313,0,-5.02423678137103,"004/3004"
"193","version-control",0.0513143811078962,-5.11432775265339,0,-5.06301337154549,"004/3004"
"194","asp.net-mvc",0.305675569828559,-5.70478197498928,0,-5.39910640516073,"004/3004"
"195","osx",0.300998645143535,-5.70478197498928,0,-5.40378332984575,"004/3004"
"196","performance",0.0479460076448807,-5.17182000058089,0,-5.12387399293601,"004/3004"
"197","testing",0.147941286923474,-5.44141821018871,0,-5.29347692326524,"004/3004"
"198","gui",0.0102686356126034,-5.17182000058089,0,-5.16155136496829,"004/3004"
"199","flex",0.127325886206879,-5.44141821018871,0,-5.31409232398183,"004/3004"
"200","mac",0.341310440913627,-5.92859130528947,0,-5.58728086437585,"004/3004"
"201","c#",0.608666605573114,-3.18255756219409,1,-2.57389095662098,"004/4"
"202",".net",0.0718756808251152,-3.36147489247532,0,-3.2895992116502,"004/4"
"203","sql-server",0.256847461644536,-4.04203860952016,0,-3.78519114787563,"004/4"
"204","html",0.430778074263559,-4.74392828019463,0,-4.31315020593107,"004/4"
"205","sql",0.231842558738093,-4.30844736888416,0,-4.07660481014607,"004/4"
"206","database",0.0411877262756756,-3.96657882911733,0,-3.92539110284165,"004/4"
"207","c",0.500129612806062,-5.00829923429871,0,-4.50816962149265,"004/4"
"208","language-agnostic",0.0540043332848956,-4.06179436210342,0,-4.00779002881852,"004/4"
"209","asp.net",-0.0696583706399147,-3.89623231952182,0,-3.96589069016174,"004/4"
"210","java",0.105567182396047,-4.30844736888416,0,-4.20288018648812,"004/4"
"211","windows",0.121070841312001,-4.41515242255967,0,-4.29408158124767,"004/4"
"212","web",0.264374996172469,-4.78348372138451,0,-4.51910872521204,"004/4"
"213","php",-0.0103990937482864,-4.18898111451695,0,-4.19938020826524,"004/4"
"214","ruby",0.262756320850255,-4.82464033193599,0,-4.56188401108574,"004/4"
"215","python",0.0782607728426354,-4.41515242255967,0,-4.33689164971703,"004/4"
"216","vb.net",0.348816244974989,-5.05992658581313,0,-4.71111034083814,"004/4"
"217","javascript",0.107385392244702,-4.53427819087834,0,-4.42689279863364,"004/4"
"218","mysql",0.11182914489306,-4.70585311209481,0,-4.59402396720175,"004/4"
"219","linux",0.207626999865428,-4.95917490137094,0,-4.75154790150552,"004/4"
"220","books",0.456739133771407,-5.52179419565237,0,-5.06505506188096,"004/4"
"221","css",0.20756637542754,-5.00829923429871,0,-4.80073285887117,"004/4"
"222","c++",0.0663262519266037,-4.70585311209481,0,-4.6395268601682,"004/4"
"223","visual-studio",-0.102489346862712,-4.33410148089045,0,-4.43659082775317,"004/4"
"224","winforms",0.442378092612567,-5.60913873939504,0,-5.16676064678247,"004/4"
"225","tools",0.14991473880174,-4.95917490137094,0,-4.8092601625692,"004/4"
"226","testing",0.354423432992475,-5.44141821018871,0,-5.08699477719624,"004/4"
"227","unix",0.227778788733159,-5.17182000058089,0,-4.94404121184773,"004/4"
"228","security",0.342321411693642,-5.44141821018871,0,-5.09909679849507,"004/4"
"229","oop",0.261017606039799,-5.36697684913375,0,-5.10595924309395,"004/4"
"230","bash",0.568809471513372,-6.06245542125761,0,-5.49364594974423,"004/4"
"231","browser",0.442968945977622,-5.81047543554781,0,-5.36750648957018,"004/4"
"232","svn",-0.158111264332321,-4.47298242809712,0,-4.63109369242944,"004/4"
"233","gui",0.107111431375822,-5.17182000058089,0,-5.06470856920507,"004/4"
"234","linq",0.243575325059,-5.52179419565237,0,-5.27821887059337,"004/4"
"235","unit-testing",-0.00853155937409974,-4.95917490137094,0,-4.96770646074504,"004/4"
"236","version-control",0.0357206061395603,-5.11432775265339,0,-5.07860714651382,"004/4"
"237","web-services",0.233566537790347,-5.60913873939504,0,-5.37557220160469,"004/4"
"238","vb6",0.551100181633894,-6.39959277263563,0,-5.84849259100174,"004/4"
"239","performance",-0.00256002833257499,-5.17182000058089,0,-5.17438002891347,"004/4"
"240","web-applications",0.233261436407615,-5.70478197498928,0,-5.47152053858167,"004/4"
"241","encryption",2.68631374729031,-6.91108306907481,1,-4.22476932178451,"004/4004"
"242","ssl",2.50007116312624,-6.91108306907481,1,-4.41101190594858,"004/4004"
"243","authentication",1.97152890508154,-6.06245542125761,1,-4.09092651617607,"004/4004"
"244",".net",0.579423051010342,-3.36147489247532,1,-2.78205184146498,"004/4004"
"245","c#",-0.0667509404591778,-3.18255756219409,0,-3.24930850265327,"004/4004"
"246","database",0.130437250047058,-3.96657882911733,0,-3.83614157907027,"004/4004"
"247","visual-studio",0.256837130203429,-4.33410148089045,0,-4.07726435068702,"004/4004"
"248","asp.net",0.00739522350204496,-3.89623231952182,0,-3.88883709601978,"004/4004"
"249","python",0.227882040017301,-4.41515242255967,0,-4.18727038254236,"004/4004"
"250","sql-server",0.0156257497927667,-4.04203860952016,0,-4.0264128597274,"004/4004"
"251","mysql",0.305428426531678,-4.70585311209481,0,-4.40042468556313,"004/4004"
"252","java",0.119405361883719,-4.30844736888416,0,-4.18904200700044,"004/4004"
"253","ruby",0.344263529085347,-4.82464033193599,0,-4.48037680285064,"004/4004"
"254","php",0.0573480015051048,-4.18898111451695,0,-4.13163311301185,"004/4004"
"255","windows",0.155821005680008,-4.41515242255967,0,-4.25933141687966,"004/4004"
"256","sql",0.0882128532427825,-4.30844736888416,0,-4.22023451564138,"004/4004"
"257","language-agnostic",-0.128483251284672,-4.06179436210342,0,-4.19027761338809,"004/4004"
"258","c++",0.119160105593041,-4.70585311209481,0,-4.58669300650177,"004/4004"
"259","javascript",0.0114774738937062,-4.53427819087834,0,-4.52280071698464,"004/4004"
"260","web",0.11189271942218,-4.78348372138451,0,-4.67159100196233,"004/4004"
"261","html",0.0871151206517892,-4.74392828019463,0,-4.65681315954284,"004/4004"
"262","tools",0.176462028444817,-4.95917490137094,0,-4.78271287292613,"004/4004"
"263","linux",0.169948132547106,-4.95917490137094,0,-4.78922676882384,"004/4004"
"264","unit-testing",0.160542411621651,-4.95917490137094,0,-4.79863248974929,"004/4004"
"265","ruby-on-rails",0.44088311456264,-5.70478197498928,0,-5.26389886042664,"004/4004"
"266","svn",-0.109190725808065,-4.47298242809712,0,-4.58217315390519,"004/4004"
"267","unix",0.188622607889234,-5.17182000058089,0,-4.98319739269166,"004/4004"
"268","c",0.103161274978606,-5.00829923429871,0,-4.9051379593201,"004/4004"
"269","vb.net",0.114090034108854,-5.05992658581313,0,-4.94583655170428,"004/4004"
"270","flex",0.258235086301967,-5.44141821018871,0,-5.18318312388674,"004/4004"
"271","iis",0.370953530011386,-5.70478197498928,0,-5.3338284449779,"004/4004"
"272","testing",0.229180303824435,-5.44141821018871,0,-5.21223790636428,"004/4004"
"273","xml",0.236743269115831,-5.52179419565237,0,-5.28505092653654,"004/4004"
"274",".net-3.5",0.27044256460874,-5.60913873939504,0,-5.3386961747863,"004/4004"
"275","linq",0.231163774670295,-5.52179419565237,0,-5.29063042098207,"004/4004"
"276","performance",0.0517367591235891,-5.17182000058089,0,-5.1200832414573,"004/4004"
"277","version-control",0.0245972625514578,-5.11432775265339,0,-5.08973049010193,"004/4004"
"278","osx",0.269994887548441,-5.70478197498928,0,-5.43478708744084,"004/4004"
"279","winforms",0.212835626727359,-5.60913873939504,0,-5.39630311266768,"004/4004"
"280","gui",0.0174915202061347,-5.17182000058089,0,-5.15432848037476,"004/4004"
"281","logs",3.00259671771641,-7.31688034792179,1,-4.31428363020538,"004/8004"
"282","rsync",3.2649609821839,-8.01035958891978,1,-4.74539860673589,"004/8004"
"283","console",2.85949587407573,-7.31688034792179,1,-4.45738447384606,"004/8004"
"284","gui",1.45022775601261,-5.17182000058089,1,-3.72159224456829,"004/8004"
"285","memory",1.83931009478928,-6.06245542125761,1,-4.22314532646833,"004/8004"
"286","windows",1.05809198815194,-4.41515242255967,1,-3.35706043440773,"004/8004"
"287",".net",0.121490993457646,-3.36147489247532,0,-3.23998389901767,"004/8004"
"288","c#",-0.0696719908974192,-3.18255756219409,0,-3.25222955309151,"004/8004"
"289","python",0.327510328803987,-4.41515242255967,0,-4.08764209375568,"004/8004"
"290","sql-server",0.150190279699099,-4.04203860952016,0,-3.89184832982107,"004/8004"
"291","vb.net",0.589980476999919,-5.05992658581313,0,-4.46994610881321,"004/8004"
"292","database",0.0723711859716386,-3.96657882911733,0,-3.89420764314569,"004/8004"
"293","sql",0.179561417499163,-4.30844736888416,0,-4.128885951385,"004/8004"
"294","language-agnostic",0.0165908314389178,-4.06179436210342,0,-4.0452035306645,"004/8004"
"295","php",0.0405917071294143,-4.18898111451695,0,-4.14838940738754,"004/8004"
"296","asp.net",-0.0988618386482735,-3.89623231952182,0,-3.9950941581701,"004/8004"
"297","c++",0.168251335647845,-4.70585311209481,0,-4.53760177644696,"004/8004"
"298","javascript",-0.0229824333244094,-4.53427819087834,0,-4.55726062420275,"004/8004"
"299","visual-studio",-0.112755251955265,-4.33410148089045,0,-4.44685673284572,"004/8004"
"300","svn",-0.0687155858150201,-4.47298242809712,0,-4.54169801391214,"004/8004"
"301","ruby",0.0531209883071892,-4.82464033193599,0,-4.7715193436288,"004/8004"
"302","mysql",-0.00535346807775279,-4.70585311209481,0,-4.71120658017256,"004/8004"
"303","dates",0.959639457282719,-6.91108306907481,0,-5.95144361179209,"004/8004"
"304","web",0.00692784941102794,-4.78348372138451,0,-4.77655587197348,"004/8004"
"305","java",-0.217383558270061,-4.30844736888416,0,-4.52583092715422,"004/8004"
"306","unit-testing",0.0701312667940714,-4.95917490137094,0,-4.88904363457687,"004/8004"
"307","css",0.0889369182294071,-5.00829923429871,0,-4.9193623160693,"004/8004"
"308","c",0.0605141143737283,-5.00829923429871,0,-4.94778511992498,"004/8004"
"309","winforms",0.320386033254858,-5.60913873939504,0,-5.28875270614018,"004/8004"
"310","data-structures",0.350498684867996,-5.70478197498928,0,-5.35428329012129,"004/8004"
"311","html",-0.0802351852409127,-4.74392828019463,0,-4.82416346543554,"004/8004"
"312","linux",0.0148446868302833,-4.95917490137094,0,-4.94433021454066,"004/8004"
"313","unix",0.083485982781968,-5.17182000058089,0,-5.08833401779893,"004/8004"
"314","browser",0.34415382405796,-5.81047543554781,0,-5.46632161148985,"004/8004"
"315","library",0.390182246695873,-5.92859130528947,0,-5.5384090585936,"004/8004"
"316","xml",0.202587710460029,-5.52179419565237,0,-5.31920648519234,"004/8004"
"317","version-control",-0.0131017709945115,-5.11432775265339,0,-5.1274295236479,"004/8004"
"318","maps",0.473131068577172,-6.21693871376047,0,-5.7438076451833,"004/8004"
"319","flex",0.125993370693813,-5.44141821018871,0,-5.3154248394949,"004/8004"
"320","string",0.395326050134197,-6.06245542125761,0,-5.66712937112341,"004/8004"
"321","vi",3.95141074200741,-8.01035958891978,1,-4.05894884691237,"005/1005"
"322","linux",1.91625368069688,-4.95917490137094,1,-3.04292122067407,"005/1005"
"323","unix",1.93237012608523,-5.17182000058089,1,-3.23944987449567,"005/1005"
"324",".net",-0.0827439111691453,-3.36147489247532,0,-3.44421880364446,"005/1005"
"325","python",0.383771009890865,-4.41515242255967,0,-4.0313814126688,"005/1005"
"326","sql",0.327287577275187,-4.30844736888416,0,-3.98115979160897,"005/1005"
"327","c#",-0.188291399021239,-3.18255756219409,0,-3.37084896121533,"005/1005"
"328","language-agnostic",0.170052668586704,-4.06179436210342,0,-3.89174169351671,"005/1005"
"329","windows",0.255624570529112,-4.41515242255967,0,-4.15952785203055,"005/1005"
"330","ruby",0.414069260982297,-4.82464033193599,0,-4.41057107095369,"005/1005"
"331","java",0.168696157233138,-4.30844736888416,0,-4.13975121165102,"005/1005"
"332","sql-server",-0.0380450402089339,-4.04203860952016,0,-4.0800836497291,"005/1005"
