"","i","j","x"
"5468",376,3021,6031
"5469",378,3021,23146
"5470",379,3021,23146
"5471",422,3021,32763
"5472",450,3021,6520
"5473",515,3021,815
"5474",624,3021,24776
"5475",642,3021,815
"5476",649,3021,22331
"5477",676,3021,2282
"5478",682,3021,8965
"5479",792,3021,3586
"5480",1108,3021,7009
"5481",1266,3021,2119
"5482",1323,3021,2119
"5483",1444,3021,4564
"5484",1841,3021,30481
"5485",1852,3021,978
"5486",1986,3021,2282
"5487",1989,3021,5216
"5488",2001,3021,10106
"5489",2228,3021,20701
"5490",2239,3021,3749
"5491",2627,3021,3749
"5492",2995,3021,815
"5493",2998,3021,815
"5494",3002,3021,815
"5495",3003,3021,815
"5496",3021,3021,7498
"5497",3027,3021,4727
"5498",3029,3021,1304
"5499",3330,3021,5868
"5500",3332,3021,13040
"5501",3361,3021,3586
"5502",3421,3021,4238
"5503",3461,3021,3097
"5504",3772,3021,5705
"5505",3810,3021,815
"5506",4025,3021,652
"5507",4424,3021,6031
"5508",4499,3021,1304
"5509",5470,3021,2282
"5510",5955,3021,2608
"5511",6213,3021,489
"5512",6385,3021,1956
"5513",6638,3021,1467
"5514",6862,3021,1630
"5515",6865,3021,978
"5516",6901,3021,815
"5517",6945,3021,4238
"5518",7526,3021,4727
"5519",7654,3021,3097
"5520",8275,3021,1467
"5521",10023,3021,2445
"5522",10986,3021,3586
"5523",12548,3021,652
"5524",12580,3021,489
"5525",12583,3021,489
"5526",13689,3021,326
"5527",14534,3021,815
"5528",14657,3021,2282
"5529",17084,3021,652
"5530",18391,3021,1304
"5531",19280,3021,1141
"5532",26252,3021,978
"5533",26355,3021,652
"5534",26510,3021,1467
"5535",27265,3021,652
"5536",29885,3021,815
"5537",40557,3021,815
"5538",40558,3021,815
"5539",48395,3021,489
"5540",48621,3021,1304
"5541",49598,3021,1141
"5542",58610,3021,815
"5543",61260,3021,815
"5544",98564,3021,652
"5545",99543,3021,326
"5546",107797,3021,652
"5547",116089,3021,326
"5548",117547,3021,815
"5549",3,3217,31348
"5550",14,3217,47396
"5551",54,3217,986
"5552",73,3217,238
"5553",90,3217,18700
"5554",93,3217,374
"5555",130,3217,9554
"5556",617,3217,238
"5557",715,3217,6426
"5558",1279,3217,2584
"5559",1841,3217,6358
"5560",2379,3217,884
"5561",2584,3217,1326
"5562",2848,3217,714
"5563",2969,3217,3604
"5564",3186,3217,102
"5565",3187,3217,680
"5566",3189,3217,102
"5567",3217,3217,136
"5568",3330,3217,1224
"5569",7329,3217,2550
"5570",15940,3217,170
"5571",24884,3217,272
"5572",26796,3217,136
"5573",31899,3217,748
"5574",51269,3217,238
"5575",56530,3217,136
"5576",64048,3217,136
"5577",3,3218,78370
"5578",8,3218,28985
"5579",12,3218,9010
"5580",14,3218,118490
"5581",18,3218,62050
"5582",21,3218,14875
"5583",37,3218,26350
"5584",39,3218,7650
"5585",40,3218,10285
"5586",62,3218,12580
"5587",80,3218,35530
"5588",90,3218,46750
"5589",189,3218,5610
"5590",217,3218,4335
"5591",257,3218,45985
"5592",715,3218,16065
"5593",719,3218,595
"5594",763,3218,3400
"5595",1316,3218,1615
"5596",1364,3218,425
"5597",1618,3218,5015
"5598",1672,3218,8670
"5599",1841,3218,15895
"5600",1907,3218,425
"5601",2239,3218,1955
"5602",2411,3218,1700
"5603",2584,3218,3315
"5604",2969,3218,9010
"5605",3186,3218,255
"5606",3187,3218,1700
"5607",3189,3218,255
"5608",3218,3218,425
"5609",3332,3218,6800
"5610",3536,3218,510
"5611",3775,3218,2380
"5612",3826,3218,425
"5613",3846,3218,6545
"5614",4471,3218,340
"5615",6573,3218,3400
"5616",7329,3218,6375
"5617",7597,3218,850
"5618",7668,3218,935
"5619",7730,3218,4930
"5620",8218,3218,2550
"5621",8544,3218,765
"5622",9304,3218,850
"5623",9385,3218,765
"5624",9527,3218,850
"5625",14255,3218,2720
"5626",15007,3218,595
"5627",24769,3218,680
"5628",26284,3218,850
"5629",30928,3218,425
"5630",30934,3218,850
"5631",30948,3218,1105
"5632",34553,3218,255
"5633",34556,3218,255
"5634",37640,3218,170
"5635",49232,3218,595
"5636",51255,3218,170
"5637",107114,3218,255
"5638",68,3270,120
"5639",90,3270,3300
"5640",2494,3270,102
"5641",9056,3270,66
"5642",14008,3270,30
"5643",90396,3270,30
"5644",1,3299,756
"5645",3,3299,8298
"5646",81,3299,567
"5647",92,3299,5886
"5648",1527,3299,18
"5649",3299,3299,18
"5650",3775,3299,252
"5651",7526,3299,261
"5652",9054,3299,72
"5653",355,3300,835
"5654",2322,3300,230
"5655",9653,3300,25
"5656",26510,3300,45
"5657",34413,3300,20
"5658",3,3327,6454
"5659",130,3327,1967
"5660",839,3327,497
"5661",851,3327,497
"5662",1531,3327,112
"5663",3219,3327,35
"5664",3224,3327,56
"5665",2,3332,5472
"5666",3,3332,280288
"5667",5,3332,30096
"5668",8,3332,103664
"5669",14,3332,423776
"5670",18,3332,221920
"5671",22,3332,75696
"5672",35,3332,24624
"5673",36,3332,4560
"5674",37,3332,94240
"5675",40,3332,36784
"5676",55,3332,22800
"5677",58,3332,20976
"5678",60,3332,11856
"5679",62,3332,44992
"5680",68,3332,6080
"5681",80,3332,127072
"5682",84,3332,12464
"5683",90,3332,167200
"5684",92,3332,198816
"5685",95,3332,120992
"5686",96,3332,106704
"5687",130,3332,85424
"5688",144,3332,44384
"5689",189,3332,20064
"5690",224,3332,35872
"5691",231,3332,24624
"5692",257,3332,164464
"5693",301,3332,5776
"5694",321,3332,40736
"5695",327,3332,2736
"5696",330,3332,20672
"5697",339,3332,41952
"5698",343,3332,36176
"5699",378,3332,43168
"5700",379,3332,43168
"5701",422,3332,61104
"5702",496,3332,1520
"5703",534,3332,2736
"5704",596,3332,17936
"5705",624,3332,46208
"5706",649,3332,41648
"5707",669,3332,4560
"5708",690,3332,6992
"5709",715,3332,57456
"5710",763,3332,12160
"5711",1077,3332,7600
"5712",1111,3332,10336
"5713",1240,3332,3040
"5714",1279,3332,23104
"5715",1288,3332,1824
"5716",1313,3332,1824
"5717",1327,3332,912
"5718",1389,3332,3952
"5719",1436,3332,12464
"5720",1587,3332,41040
"5721",1618,3332,17936
"5722",1672,3332,31008
"5723",1841,3332,56848
"5724",1867,3332,12464
"5725",1924,3332,912
"5726",1989,3332,9728
"5727",2001,3332,18848
"5728",2228,3332,38608
"5729",2322,3332,13984
"5730",2334,3332,13072
"5731",2379,3332,7904
"5732",2442,3332,1216
"5733",2494,3332,5168
"5734",2887,3332,6384
"5735",2969,3332,32224
"5736",3018,3332,2128
"5737",3021,3332,13984
"5738",3027,3332,8816
"5739",3029,3332,2432
"5740",3208,3332,5168
"5741",3251,3332,1216
"5742",3330,3332,10944
"5743",3332,3332,24320
"5744",3333,3332,4560
"5745",3335,3332,1824
"5746",3361,3332,6688
"5747",3421,3332,7904
"5748",3461,3332,5776
"5749",3465,3332,25232
"5750",3536,3332,1824
"5751",3771,3332,5168
"5752",3772,3332,10640
"5753",3846,3332,23408
"5754",3853,3332,17024
"5755",3892,3332,13376
"5756",4424,3332,11248
"5757",4679,3332,1520
"5758",4775,3332,2432
"5759",4777,3332,912
"5760",4781,3332,912
"5761",4924,3332,2432
"5762",5210,3332,5472
"5763",5220,3332,2432
"5764",5307,3332,3344
"5765",5470,3332,4256
"5766",5473,3332,2736
"5767",5794,3332,9424
"5768",5955,3332,4864
"5769",6084,3332,3040
"5770",6283,3332,608
"5771",6288,3332,912
"5772",6289,3332,2736
"5773",6573,3332,12160
"5774",6945,3332,7904
"5775",7197,3332,1824
"5776",7250,3332,3648
"5777",7329,3332,22800
"5778",7368,3332,3952
"5779",7488,3332,2432
"5780",7668,3332,3344
"5781",8657,3332,1520
"5782",9385,3332,2736
"5783",9505,3332,8512
"5784",9902,3332,608
"5785",10014,3332,5776
"5786",10058,3332,3040
"5787",10341,3332,5472
"5788",10342,3332,2128
"5789",10344,3332,1216
"5790",10345,3332,1216
"5791",10401,3332,2128
"5792",10596,3332,1216
"5793",11380,3332,1216
"5794",11891,3332,1520
"5795",11958,3332,5776
"5796",12250,3332,6384
"5797",12614,3332,2432
"5798",14967,3332,608
"5799",15523,3332,3344
"5800",16976,3332,1520
"5801",17200,3332,2736
"5802",19057,3332,2736
"5803",19058,3332,2736
"5804",19064,3332,1520
"5805",23701,3332,3648
"5806",24587,3332,3040
"5807",24865,3332,7904
"5808",25414,3332,608
"5809",27265,3332,1216
"5810",29674,3332,608
"5811",30846,3332,3040
"5812",33332,3332,1520
"5813",35311,3332,3344
"5814",39196,3332,608
"5815",40859,3332,1520
"5816",42003,3332,608
"5817",48618,3332,1216
"5818",48621,3332,2432
"5819",49598,3332,2128
"5820",51572,3332,1520
"5821",53737,3332,608
"5822",58985,3332,912
"5823",59659,3332,1520
"5824",65266,3332,912
"5825",71978,3332,1216
"5826",72243,3332,912
"5827",86364,3332,912
"5828",87905,3332,1520
"5829",90334,3332,2736
"5830",99708,3332,1520
"5831",104859,3332,1520
"5832",104864,3332,1520
"5833",107224,3332,912
"5834",107226,3332,912
"5835",121846,3332,912
"5836",121850,3332,912
"5837",123530,3332,1520
"5838",123787,3332,912
"5839",127191,3332,1824
"5840",3,3335,14752
"5841",14,3335,22304
"5842",37,3335,4960
"5843",90,3335,8800
"5844",189,3335,1056
"5845",378,3335,2272
"5846",379,3335,2272
"5847",1841,3335,2992
"5848",2379,3335,416
"5849",3330,3335,576
"5850",3332,3335,1280
"5851",3333,3335,240
"5852",3335,3335,96
"5853",5955,3335,256
"5854",51572,3335,80
"5855",58985,3335,48
"5856",1,3361,3612
"5857",3,3361,39646
"5858",7,3361,3225
"5859",9,3361,4816
"5860",14,3361,59942
"5861",18,3361,31390
"5862",92,3361,28122
"5863",95,3361,17114
"5864",144,3361,6278
"5865",257,3361,23263
"5866",330,3361,2924
"5867",676,3361,602
"5868",1108,3361,1849
"5869",1274,3361,301
"5870",1852,3361,258
"5871",1986,3361,602
"5872",2494,3361,731
"5873",2670,3361,473
"5874",3021,3361,1978
"5875",3208,3361,731
"5876",3332,3361,3440
"5877",3361,3361,946
"5878",3536,3361,258
"5879",6299,3361,516
"5880",6638,3361,387
"5881",6945,3361,1118
"5882",9385,3361,387
"5883",11958,3361,817
"5884",26355,3361,172
"5885",40557,3361,215
"5886",40558,3361,215
"5887",59649,3361,258
"5888",102962,3361,215
"5889",122056,3361,172
"5890",1,3410,672
"5891",73,3410,56
"5892",92,3410,5232
"5893",357,3410,168
"5894",2322,3410,368
"5895",2887,3410,168
"5896",10650,3410,24
"5897",10651,3410,24
"5898",3,3421,11986
"5899",7,3421,975
"5900",12,3421,1378
"5901",14,3421,18122
"5902",121,3421,2340
"5903",450,3421,520
"5904",682,3421,715
"5905",1281,3421,221
"5906",1961,3421,169
"5907",3421,3421,338
"5908",3772,3421,455
"5909",27265,3421,52
"5910",113763,3421,52
"5911",14,3461,43214
"5912",22,3461,7719
"5913",80,3461,12958
"5914",90,3461,17050
"5915",95,3461,12338
"5916",130,3461,8711
"5917",144,3461,4526
"5918",201,3461,155
"5919",215,3461,744
"5920",221,3461,1426
"5921",224,3461,3658
"5922",378,3461,4402
"5923",379,3461,4402
"5924",628,3461,341
"5925",682,3461,1705
"5926",792,3461,682
"5927",1617,3461,248
"5928",1989,3461,992
"5929",3021,3461,1426
"5930",3027,3461,899
"5931",3461,3461,589
"5932",10190,3461,868
"5933",18391,3461,248
"5934",24769,3461,248
"5935",24771,3461,217
"5936",46258,3461,248
"5937",671,3533,150
"5938",3533,3533,15
"5939",65005,3533,27
"5940",19,3539,1036
"5941",20,3539,973
"5942",92,3539,4578
"5943",3496,3539,63
"5944",3497,3539,98
"5945",3498,3539,70
"5946",3502,3539,35
"5947",19,3753,1036
"5948",20,3753,973
"5949",92,3753,4578
"5950",3496,3753,63
"5951",3497,3753,98
"5952",3498,3753,70
"5953",3502,3753,35
"5954",1,3754,49056
"5955",3,3754,538448
"5956",4,3754,21608
"5957",5,3754,57816
"5958",7,3754,43800
"5959",8,3754,199144
"5960",12,3754,61904
"5961",14,3754,814096
"5962",18,3754,426320
"5963",21,3754,102200
"5964",22,3754,145416
"5965",30,3754,19856
"5966",35,3754,47304
"5967",37,3754,181040
"5968",38,3754,52560
"5969",39,3754,52560
"5970",40,3754,70664
"5971",45,3754,16936
"5972",55,3754,43800
"5973",58,3754,40296
"5974",60,3754,22776
"5975",62,3754,86432
"5976",66,3754,20440
"5977",79,3754,2920
"5978",80,3754,244112
"5979",81,3754,36792
"5980",90,3754,321200
"5981",92,3754,381936
"5982",95,3754,232432
"5983",96,3754,204984
"5984",110,3754,2336
"5985",120,3754,22192
"5986",121,3754,105120
"5987",130,3754,164104
"5988",144,3754,85264
"5989",160,3754,9928
"5990",189,3754,38544
"5991",199,3754,1752
"5992",215,3754,14016
"5993",217,3754,29784
"5994",224,3754,68912
"5995",227,3754,3504
"5996",231,3754,47304
"5997",257,3754,315944
"5998",296,3754,23360
"5999",301,3754,11096
"6000",315,3754,4672
"6001",321,3754,78256
"6002",329,3754,65408
"6003",330,3754,39712
"6004",339,3754,80592
"6005",355,3754,97528
"6006",375,3754,18104
"6007",376,3754,21608
"6008",378,3754,82928
"6009",379,3754,82928
"6010",416,3754,25696
"6011",422,3754,117384
"6012",431,3754,27448
"6013",437,3754,4088
"6014",444,3754,1752
"6015",462,3754,5840
"6016",492,3754,30368
"6017",545,3754,7592
"6018",596,3754,34456
"6019",609,3754,55480
"6020",617,3754,4088
"6021",624,3754,88768
"6022",628,3754,6424
"6023",649,3754,80008
"6024",665,3754,16352
"6025",682,3754,32120
"6026",690,3754,13432
"6027",715,3754,110376
"6028",719,3754,4088
"6029",763,3754,23360
"6030",770,3754,2336
"6031",785,3754,584
"6032",839,3754,41464
"6033",851,3754,41464
"6034",915,3754,4672
"6035",1077,3754,14600
"6036",1111,3754,19856
"6037",1243,3754,1752
"6038",1272,3754,4672
"6039",1294,3754,5840
"6040",1316,3754,11096
"6041",1380,3754,7592
"6042",1409,3754,19272
"6043",1539,3754,12848
"6044",1587,3754,78840
"6045",1639,3754,22192
"6046",1672,3754,59568
"6047",1681,3754,8176
"6048",1750,3754,4088
"6049",1841,3754,109208
"6050",1867,3754,23944
"6051",1926,3754,32120
"6052",1928,3754,13432
"6053",1948,3754,5840
"6054",2005,3754,10512
"6055",2024,3754,14016
"6056",2142,3754,15184
"6057",2228,3754,74168
"6058",2379,3754,15184
"6059",2428,3754,22776
"6060",2509,3754,2336
"6061",2523,3754,1168
"6062",2584,3754,22776
"6063",2627,3754,13432
"6064",2726,3754,10512
"6065",2848,3754,12264
"6066",2869,3754,12264
"6067",2875,3754,8760
"6068",2887,3754,12264
"6069",2951,3754,5256
"6070",2957,3754,11096
"6071",2969,3754,61904
"6072",3208,3754,9928
"6073",3332,3754,46720
"6074",3445,3754,6424
"6075",3465,3754,48472
"6076",3540,3754,1168
"6077",3561,3754,14016
"6078",3620,3754,7008
"6079",3622,3754,5256
"6080",3754,3754,71832
"6081",3756,3754,9344
"6082",3771,3754,9928
"6083",3775,3754,16352
"6084",3779,3754,2336
"6085",3830,3754,14600
"6086",3853,3754,32704
"6087",3893,3754,39712
"6088",3894,3754,11096
"6089",3909,3754,3504
"6090",4301,3754,8760
"6091",4391,3754,1168
"6092",4416,3754,4672
"6093",4475,3754,6424
"6094",4516,3754,7592
"6095",4647,3754,9344
"6096",4727,3754,2336
"6097",4730,3754,5256
"6098",4775,3754,4672
"6099",4846,3754,1752
"6100",5210,3754,10512
"6101",5220,3754,4672
"6102",5434,3754,1752
"6103",5543,3754,4672
"6104",5549,3754,7592
"6105",5552,3754,6424
"6106",5603,3754,1752
"6107",5709,3754,2920
"6108",5794,3754,18104
"6109",5817,3754,8760
"6110",5842,3754,2336
"6111",5911,3754,5840
"6112",6060,3754,3504
"6113",6084,3754,5840
"6114",6697,3754,28616
"6115",7250,3754,7008
"6116",7418,3754,1752
"6117",7654,3754,11096
"6118",7715,3754,5840
"6119",7740,3754,3504
"6120",8063,3754,3504
"6121",8218,3754,17520
"6122",8466,3754,7592
"6123",8500,3754,5840
"6124",8657,3754,2920
"6125",8884,3754,7592
"6126",9367,3754,5256
"6127",9527,3754,5840
"6128",9540,3754,4088
"6129",9600,3754,11096
"6130",9641,3754,584
"6131",9661,3754,2920
"6132",9744,3754,2336
"6133",10198,3754,35624
"6134",10213,3754,3504
"6135",10671,3754,2336
"6136",10730,3754,5840
"6137",10986,3754,12848
"6138",11059,3754,5256
"6139",11101,3754,7008
"6140",11375,3754,2336
"6141",11377,3754,1752
"6142",11378,3754,1752
"6143",11455,3754,2920
"6144",11958,3754,11096
"6145",12060,3754,1752
"6146",12970,3754,1168
"6147",13251,3754,4672
"6148",13467,3754,3504
"6149",14255,3754,18688
"6150",14570,3754,5256
"6151",14574,3754,1752
"6152",14575,3754,4088
"6153",14589,3754,4672
"6154",14590,3754,1752
"6155",15027,3754,7592
"6156",15259,3754,4672
"6157",15454,3754,7592
"6158",15628,3754,1168
"6159",16058,3754,1168
"6160",16325,3754,6424
"6161",16669,3754,4088
"6162",16965,3754,2336
"6163",17365,3754,12848
"6164",17409,3754,8760
"6165",18475,3754,3504
"6166",18499,3754,6424
"6167",18684,3754,4088
"6168",18715,3754,8760
"6169",19733,3754,16936
"6170",20770,3754,4088
"6171",21132,3754,4088
"6172",22009,3754,5840
"6173",22310,3754,3504
"6174",22675,3754,1752
"6175",23262,3754,6424
"6176",23486,3754,1752
"6177",23503,3754,11096
"6178",23822,3754,1168
"6179",23823,3754,2920
"6180",24102,3754,1168
"6181",24865,3754,15184
"6182",25757,3754,5256
"6183",26282,3754,5256
"6184",26284,3754,5840
"6185",27243,3754,1752
"6186",27524,3754,1168
"6187",27526,3754,1168
"6188",27666,3754,4672
"6189",29967,3754,2336
"6190",29968,3754,4672
"6191",29973,3754,2336
"6192",29975,3754,2336
"6193",30804,3754,4088
"6194",30807,3754,25696
"6195",30809,3754,2336
"6196",30846,3754,5840
"6197",30973,3754,3504
"6198",31022,3754,2336
"6199",32213,3754,2920
"6200",33142,3754,2336
"6201",33866,3754,1752
"6202",34120,3754,2920
"6203",34540,3754,2336
"6204",34894,3754,2920
"6205",35049,3754,1168
"6206",35311,3754,6424
"6207",35528,3754,2336
"6208",36065,3754,4088
"6209",38495,3754,2920
"6210",38497,3754,2920
"6211",38498,3754,2920
"6212",38994,3754,2920
"6213",40859,3754,2920
"6214",41487,3754,2336
"6215",42787,3754,3504
"6216",42999,3754,7592
"6217",44240,3754,2920
"6218",45984,3754,1752
"6219",53029,3754,1752
"6220",54318,3754,3504
"6221",59659,3754,2920
"6222",60053,3754,1752
"6223",64529,3754,1752
"6224",64841,3754,1752
"6225",65484,3754,3504
"6226",65898,3754,1752
"6227",67198,3754,1168
"6228",71623,3754,1168
"6229",72939,3754,1752
"6230",74027,3754,2336
"6231",80656,3754,1752
"6232",85720,3754,2920
"6233",86157,3754,1752
"6234",87228,3754,1752
"6235",88791,3754,1752
"6236",88797,3754,1752
"6237",89530,3754,2336
"6238",89960,3754,1168
"6239",89962,3754,1168
"6240",123270,3754,2336
"6241",123272,3754,2336
"6242",123275,3754,2336
"6243",124099,3754,1168
"6244",125143,3754,1168
"6245",128713,3754,1752
"6246",3,3756,35036
"6247",18,3756,27740
"6248",37,3756,11780
"6249",80,3756,15884
"6250",90,3756,20900
"6251",92,3756,24852
"6252",95,3756,15124
"6253",296,3756,1520
"6254",339,3756,5244
"6255",355,3756,6346
"6256",454,3756,1406
"6257",1434,3756,874
"6258",1436,3756,1558
"6259",1841,3756,7106
"6260",1867,3756,1558
"6261",2322,3756,1748
"6262",2604,3756,152
"6263",3756,3756,608
"6264",4516,3756,494
"6265",6188,3756,1672
"6266",6328,3756,608
"6267",7635,3756,570
"6268",14657,3756,532
"6269",16269,3756,152
"6270",28428,3756,114
"6271",30345,3756,190
"6272",30348,3756,190
"6273",42999,3756,494
"6274",54935,3756,570
"6275",65624,3756,152
"6276",94614,3756,114
"6277",35,3765,972
"6278",63,3765,612
"6279",82,3765,408
"6280",84,3765,492
"6281",92,3765,7848
"6282",321,3765,1608
"6283",3765,3765,108
"6284",4765,3765,132
"6285",5932,3765,72
"6286",9505,3765,336
"6287",14464,3765,72
"6288",14473,3765,72
"6289",3,3771,7376
"6290",90,3771,4400
"6291",649,3771,1096
"6292",2722,3771,304
"6293",3771,3771,136
"6294",3893,3771,544
"6295",3894,3771,152
"6296",8,3772,28985
"6297",12,3772,9010
"6298",14,3772,118490
"6299",18,3772,62050
"6300",21,3772,14875
"6301",37,3772,26350
"6302",55,3772,6375
"6303",58,3772,5865
"6304",62,3772,12580
"6305",90,3772,46750
"6306",92,3772,55590
"6307",98,3772,1105
"6308",121,3772,15300
"6309",130,3772,23885
"6310",144,3772,12410
"6311",221,3772,3910
"6312",226,3772,4845
"6313",257,3772,45985
"6314",339,3772,11730
"6315",378,3772,12070
"6316",379,3772,12070
"6317",450,3772,3400
"6318",538,3772,3230
"6319",624,3772,12920
"6320",671,3772,4250
"6321",682,3772,4675
"6322",715,3772,16065
"6323",839,3772,6035
"6324",851,3772,6035
"6325",1310,3772,170
"6326",1311,3772,1955
"6327",1587,3772,11475
"6328",1841,3772,15895
"6329",2228,3772,10795
"6330",2318,3772,935
"6331",2581,3772,1615
"6332",2906,3772,2040
"6333",3208,3772,1445
"6334",3287,3772,85
"6335",3421,3772,2210
"6336",3533,3772,425
"6337",3772,3772,2975
"6338",3840,3772,765
"6339",3841,3772,1275
"6340",3846,3772,6545
"6341",4156,3772,2975
"6342",4990,3772,1530
"6343",5531,3772,340
"6344",6289,3772,765
"6345",7106,3772,1020
"6346",7730,3772,4930
"6347",7875,3772,340
"6348",8447,3772,340
"6349",8456,3772,85
"6350",8623,3772,680
"6351",9505,3772,2380
"6352",16669,3772,595
"6353",26895,3772,425
"6354",27265,3772,340
"6355",28180,3772,255
"6356",33121,3772,425
"6357",39463,3772,425
"6358",45983,3772,85
"6359",59192,3772,340
"6360",59195,3772,340
"6361",65005,3772,765
"6362",100652,3772,425
"6363",116377,3772,425
"6364",81,3779,693
"6365",378,3779,1562
"6366",379,3779,1562
"6367",1539,3779,242
"6368",3754,3779,1353
"6369",3779,3779,44
"6370",3853,3779,616
"6371",7250,3779,132
"6372",12060,3779,33
"6373",45984,3779,33
"6374",53029,3779,33
"6375",2428,3815,234
"6376",3754,3815,738
"6377",3756,3815,96
"6378",22009,3815,60
"6379",36731,3815,6
"6380",57799,3815,6
"6381",14,3826,16728
"6382",18,3826,8760
"6383",80,3826,5016
"6384",82,3826,408
"6385",84,3826,492
"6386",257,3826,6492
"6387",609,3826,1140
"6388",2411,3826,240
"6389",10982,3826,60
"6390",10983,3826,96
"6391",10986,3826,264
"6392",15414,3826,252
"6393",14,3830,58548
"6394",22,3830,10458
"6395",37,3830,13020
"6396",40,3830,5082
"6397",80,3830,17556
"6398",90,3830,23100
"6399",92,3830,27468
"6400",95,3830,16716
"6401",121,3830,7560
"6402",224,3830,4956
"6403",329,3830,4704
"6404",690,3830,966
"6405",1841,3830,7854
"6406",2428,3830,1638
"6407",2906,3830,1008
"6408",3754,3830,5166
"6409",3830,3830,1050
"6410",4678,3830,672
"6411",4679,3830,210
"6412",4775,3830,336
"6413",8544,3830,378
"6414",22407,3830,378
"6415",31444,3830,126
"6416",38994,3830,210
"6417",55292,3830,168
"6418",70939,3830,126
"6419",70940,3830,126
"6420",111366,3830,252
"6421",123764,3830,84
"6422",2428,3837,117
"6423",3754,3837,369
"6424",3756,3837,48
"6425",2428,3839,117
"6426",3754,3839,369
"6427",3756,3839,48
"6428",3,3841,48866
"6429",14,3841,73882
"6430",18,3841,38690
"6431",37,3841,16430
"6432",92,3841,34662
"6433",95,3841,21094
"6434",217,3841,2703
"6435",257,3841,28673
"6436",321,3841,7102
"6437",343,3841,6307
"6438",355,3841,8851
"6439",492,3841,2756
"6440",596,3841,3127
"6441",598,3841,3233
"6442",1271,3841,2279
"6443",1587,3841,7155
"6444",2228,3841,6731
"6445",2598,3841,848
"6446",2969,3841,5618
"6447",3772,3841,1855
"6448",3840,3841,477
"6449",3841,3841,795
"6450",3846,3841,4081
"6451",4151,3841,530
"6452",4156,3841,1855
"6453",4415,3841,318
"6454",5290,3841,1272
"6455",6059,3841,159
"6456",6431,3841,212
"6457",9429,3841,265
"6458",24582,3841,424
"6459",30288,3841,265
"6460",31022,3841,212
"6461",35798,3841,371
"6462",39098,3841,424
"6463",39101,3841,265
"6464",39103,3841,265
"6465",39463,3841,265
"6466",70420,3841,212
"6467",3,3846,360502
"6468",5,3846,38709
"6469",7,3846,29325
"6470",8,3846,133331
"6471",9,3846,43792
"6472",12,3846,41446
"6473",14,3846,545054
"6474",16,3846,1173
"6475",18,3846,285430
"6476",20,3846,54349
"6477",21,3846,68425
"6478",22,3846,97359
"6479",35,3846,31671
"6480",36,3846,5865
"6481",37,3846,121210
"6482",38,3846,35190
"6483",39,3846,35190
"6484",40,3846,47311
"6485",52,3846,1173
"6486",54,3846,11339
"6487",58,3846,26979
"6488",62,3846,57868
"6489",66,3846,13685
"6490",80,3846,163438
"6491",83,3846,16422
"6492",90,3846,215050
"6493",92,3846,255714
"6494",95,3846,155618
"6495",96,3846,137241
"6496",104,3846,29325
"6497",121,3846,70380
"6498",130,3846,109871
"6499",131,3846,6256
"6500",144,3846,57086
"6501",189,3846,25806
"6502",217,3846,19941
"6503",224,3846,46138
"6504",226,3846,22287
"6505",228,3846,16031
"6506",232,3846,1955
"6507",257,3846,211531
"6508",290,3846,10166
"6509",305,3846,5474
"6510",329,3846,43792
"6511",333,3846,2346
"6512",339,3846,53958
"6513",343,3846,46529
"6514",355,3846,65297
"6515",375,3846,12121
"6516",376,3846,14467
"6517",378,3846,55522
"6518",379,3846,55522
"6519",422,3846,78591
"6520",454,3846,14467
"6521",492,3846,20332
"6522",538,3846,14858
"6523",596,3846,23069
"6524",624,3846,59432
"6525",642,3846,1955
"6526",649,3846,53567
"6527",671,3846,19550
"6528",707,3846,4301
"6529",715,3846,73899
"6530",839,3846,27761
"6531",851,3846,27761
"6532",893,3846,4301
"6533",922,3846,8211
"6534",1230,3846,3519
"6535",1242,3846,8211
"6536",1311,3846,8993
"6537",1316,3846,7429
"6538",1364,3846,1955
"6539",1436,3846,16031
"6540",1444,3846,10948
"6541",1539,3846,8602
"6542",1574,3846,1564
"6543",1587,3846,52785
"6544",1606,3846,1173
"6545",1608,3846,8993
"6546",1672,3846,39882
"6547",1750,3846,2737
"6548",1841,3846,73117
"6549",1897,3846,2737
"6550",1907,3846,1955
"6551",1908,3846,2737
"6552",1926,3846,21505
"6553",1928,3846,8993
"6554",1948,3846,3910
"6555",2001,3846,24242
"6556",2142,3846,10166
"6557",2228,3846,49657
"6558",2239,3846,8993
"6559",2355,3846,6647
"6560",2419,3846,8602
"6561",2601,3846,2346
"6562",2625,3846,782
"6563",2722,3846,14858
"6564",2869,3846,8211
"6565",2887,3846,8211
"6566",2908,3846,7429
"6567",2969,3846,41446
"6568",3021,3846,17986
"6569",3029,3846,3128
"6570",3126,3846,3910
"6571",3158,3846,4301
"6572",3170,3846,2346
"6573",3187,3846,7820
"6574",3330,3846,14076
"6575",3372,3846,3128
"6576",3498,3846,3910
"6577",3533,3846,1955
"6578",3772,3846,13685
"6579",3828,3846,4301
"6580",3840,3846,3519
"6581",3841,3846,5865
"6582",3846,3846,30107
"6583",3853,3846,21896
"6584",3892,3846,17204
"6585",3893,3846,26588
"6586",3894,3846,7429
"6587",3896,3846,7038
"6588",4223,3846,6647
"6589",4475,3846,4301
"6590",4581,3846,3910
"6591",5043,3846,8211
"6592",5069,3846,6256
"6593",5277,3846,1564
"6594",5513,3846,9384
"6595",5543,3846,3128
