"39","I am aware in dot net there are three timer types (see http://msdn.microsoft.com/en-us/magazine/cc164015.aspx ). I have chosen a the threaded timer as the other types can drift if the main thread is busy and I need this to be reliable.
The way this timer works in the control of the timer is put on another thread so it can always tick along with the work begin completed on the parent thread when it is not busy.
The issue I have is that with this timer in a console application is that while the timer is ticking along on another thread the main thread is not doing anything so the app closes.
I tried adding a while true loop but then the main thread is too busy when the timer does go off.
Any ideas welcome.
"
"42","I am starting a new web application in PHP and I this time around I want to create something that people can extend by using a plug-in interface.  I am a very confident PHP developer however I have never done this before so I'm not really sure where to start.  How does one go about writing 'hooks' into their code so that plug-ins can attach to specific events?
"
"48","Let's say you create a Wizard in an HTML form.  One button goes back and one goes forward.  Since the ""back"" button appears first in the markup, when you press Enter it will use that button to submit the form.
Ex:
<form>
<input type=""text"" name=""field1"" /> <!-- put your cursor in this field and press Enter -->
<input type=""submit"" name=""prev"" value=""Previous Page"" /> <!-- This is the button that will submit -->
<input type=""submit"" name=""next"" value=""Next Page"" /> <!-- But this is the button that I WANT to submit -->
</form>
What I would LIKE to do, is get to decide which button is used to submit the form when a user presses Enter.  That way, when you press Enter the Wizard will move to the next page, not the previous.  Do you have to use tabindex to do this?
"
"59","Lets say I have a DataTable with a Name column. I want to have a collection of the unique names ordered alphabetically. The following query ignores the order by clause.
var names = (from DataRow dr in dataTable.Rows
orderby (string)dr[""Name""]
select (string)dr[""Name""]).Distinct();
Why does the orderby not get enforced?
"
"61","Where could I find a list of mime types and identifying characters for office 2007 files. I have an upload form that is restricting uploads based on extension and identifying characters but I cannot seem to find the Office 2007 mime types.
"
"66","How do you page through a collection in LINQ given that you have a startIndex and a count?
"
"72","I've got all these comments that I want to make into 'RDoc comments' so they can be formatted appropriately and viewed using 'Ri.'  Can anyone get me started on understanding how to use RDoc?
"
"79","The version of Subclipse (1.2.4) currently available through Aptana's automagic Plugins Manager does not work with the newest version of Subversion.
I see on the Subclipse website however that they have 1.4.2 out for Eclipse. So I added a new remote update site:
http://subclipse.tigris.org/update_1.4.x
to my Update manager. When I tried to install it, it told me I needed Mylyn 3.0.0. So I after much searching I found Mylyn 3.0.0 and added another new remote update site:
http://download.eclipse.org/tools/mylyn/update/e3.3
to my update manager. Then when I tried to install that, it told me I needed org.eclipse.ui 3.3.0 or equivalent.
Looking at the configuration details for Aptana, it looks like it is built against eclipse 3.2.2.
Does anyone know if there is a way to upgrade the version of Eclipse Aptana is built against to 3.3.0? Or if there is some other way to get Subclipse to work with the very newest version of Subversion?
I know this isn't necessarily a ""programming"" question, but I hope it's ok since it's highly relevant to the programming experience...
"
"80","I've written a database generation script in sql, and want to execute it in my Adobe air application:
Create Table tRole (
roleID integer Primary Key
,roleName varchar(40)
);
Create Table tFile (
fileID integer Primary Key
,fileName varchar(50)
,fileDescription varchar(500)
,thumbnailID integer
,fileFormatID integer
,categoryID integer
,isFavorite boolean
,dateAdded date
,globalAccessCount integer
,lastAccessTime date
,downloadComplete boolean
,isNew boolean
,isSpotlight boolean
,duration varchar(30)
);
Create Table tCategory (
categoryID integer Primary Key
,categoryName varchar(50)
,parent_categoryID integer
);
...
I execute this in Air using the following methods:
public static function RunSqlFromFile(fileName:String):void {
var file:File = File.applicationDirectory.resolvePath(fileName);
var stream:FileStream = new FileStream();
stream.open(file, FileMode.READ)
var strSql:String = stream.readUTFBytes(stream.bytesAvailable);
NonQuery(strSql);
}
public static function NonQuery(strSQL:String):void
{
var sqlConnection:SQLConnection = new SQLConnection();
sqlConnection.open(File.applicationStorageDirectory.resolvePath(DBPATH);
var sqlStatement:SQLStatement = new SQLStatement();
sqlStatement.text = strSQL;
sqlStatement.sqlConnection = sqlConnection;
try
{
sqlStatement.execute();
}
catch (error:SQLError)
{
Alert.show(error.toString());
}
}
No errors are generated, however only tRole exists. It seems that it only looks at the first query (up to the semicolon- if I remove it, the query fails). Is there anyway to call multiple queries in one statement?
"
"85","What are your best practices around creating flat file database structures in PHP?  A lot of the more mature PHP flat file frameworks I see out there attempt to implement SQL-like query syntax, which is over the top for my purposes in most cases (I would just use a database at that point).
Are there any elegant tricks out there to get good performance and features with the small code overhead one would want by taking on this problem in the first place?
"
"88","So I find myself porting a game that was originally written for the Win32 API to Linux (well, porting the OS X port of the Win32 port to Linux), and have implemented QueryPerformanceCounter by giving the uSeconds since the process start up:
BOOL QueryPerformanceCounter(LARGE_INTEGER* performanceCount) {     gettimeofday(&currentTimeVal, NULL);     performanceCount->QuadPart = (currentTimeVal.tv_sec - startTimeVal.tv_sec);     performanceCount->QuadPart *= (1000 * 1000);     performanceCount->QuadPart += (currentTimeVal.tv_usec - startTimeVal.tv_usec);      return true; }
This, coupled with QueryPerformanceFrequency() giving a constant 1000000 as the frequency works well on my machine, giving me a 64 bit variable that contains uSeconds since the program's start up. So is this portable? I don't want to discover it works differently if the kernel was compiled in a certain way or anything like that. I am fine with it being non-portable to something other than Linux, however.
"
"90","Anyone know of any really good tutorials explaining branching and merging with Subversion? All the better if it's specific to Tortoise SVN
"
"104","In .NET perspective:
What is a Memory Leak ?
How to understand whether your application leaks? What are the effects?
How to prevent a memory leak?
If your application has memory leak, does it go away when the process exits or killed? Or do memory leaks in your application affects other processes on the system even after process completion?
And what about unmanaged code accessed via COM Interop and/or P/Invoke?
These are the questions that I have some answers myself but not complete. What do you think?
"
"108","I've been using TortoiseSVN in a Windows environment for quite some time.  It seems very feature-complete and nicely integrated into the Windows shell, and more importantly, it's fairly painless to teach to colleagues with little or no experience with source control. However, since we have moved to Windows Vista 64bit, Tortoise has been very buggy and has seemed to cause lots of explorer.exe abnormalities and crashes.  This has happened both with older versions of the software and the latest version (1.5.1 build 13563).
I was curious if anyone has suggestions for other Subversion clients that will run on Windows (specifically Vista 64bit).  Developers here use a variety of text editors so using Visual Studio or Dreamweaver for SVN is not ideal.
I have heard great things about Cornerstone , and would love something similar for Windows if it exists.
"
"109","Recently our site has been deluged with the resurgence of the ASPRox bot SQL Injection attack. Without going into details, the attack attempts to execute SQL code by encoding the T-SQL commands in an ASCII encoded BINARY string. It looks something like this:
DECLARE%20@S%20NVARCHAR(4000);SET%20@S=CAST(0x44004500...06F007200%20AS%20NVARCHAR(4000));EXEC(@S);--
I was able to decode this in SQL, but I was a little wary of doing this since I didn't know exactly what was happening at the time.
I tried to write a simple decode tool so I could decode this type of text without even touching SQL server. The main part I need decoded is:
CAST(0x44004500...06F007200 AS NVARCHAR(4000))
I've tried all of the following commands with no luck:
txtDecodedText.Text =      System.Web.HttpUtility.UrlDecode(txtURLText.Text);              txtDecodedText.Text =     Encoding.ASCII.GetString(Encoding.ASCII.GetBytes(txtURLText.Text));     txtDecodedText.Text =     Encoding.Unicode.GetString(Encoding.Unicode.GetBytes(txtURLText.Text));              txtDecodedText.Text =     Encoding.ASCII.GetString(Encoding.Unicode.GetBytes(txtURLText.Text));     txtDecodedText.Text =     Encoding.Unicode.GetString(Convert.FromBase64String(txtURLText.Text));
Can anybody suggest the proper way to translate this encoding without using SQL Server. Is is possible? I'll take VB.net code since I'm familiar with that too.
"
"120","Has anyone got experience creating SQL-based ASP.NET site-map providers?
I've got the default XML web.sitemap file working properly with my Menu and SiteMapPath controls.  But I'll need a way for the users of my site to create and modify pages dynamically.  I'll need to tie page viewing permissions into the standard ASP.NET membership system as well.
I'd like some advice on articles to read or video clips to watch.
"
"123","Is there an existing application or library in Java which will allow me to take CSV data and create an XML file?  The XML tags would be provided through maybe the first row containing column headings.
"
"126","What is the ""purist"" or ""correct"" way to access an object's properties from within an object method that is not a getter/setter method?
I know that from outside of the object you should use a getter/setter, but from within would you just do:
Java:
String property = this.property;
PHP:
$property = $this->property;
or would you do:
Java:
String property = this.getProperty();
PHP:
$property = $this->getProperty();
Forgive me if my Java is a little off, it's been a year since I programmed in Java...
EDIT:
It seems people are assuming I am talking about private or protected variables/properties only. When I learned OO I was taught to use getters/setters for every single property even if it was public (and actually I was told never to make any variable/property public). So, I may be starting off from a false assumption from the get go. It appears that people answering this question are maybe saying that you should have public properties and that those don't need getters and setters, which goes against what I was taught, and what I was talking about, although maybe that needs to be discussed as well. That's probably a good topic for a different question though...
"
"129","I've been banging my head against SQL Server 2005 trying to get a lot of data out.  I've been given a database with nearly 300 tables in it and I need to turn this into a MySQL database.  My first call was to use bcp but unfortunately it doesn't produce valid CSV - strings aren't encapsulated so you can't deal with any row that has a string with a comma in it (or whatever you use as a delimiter) and I would still have to hand write all of the create table statements as obviously CSV doesn't tell you anything about the data types.
What would be better is if there was some tool that could connect to both SQL Server and MySQL and then do a copy.  You lose views, stored procedures, trigger, etc. but it isn't hard to copy a table that only uses base types from one DB to another... is it?
Does anybody know of such a tool?  I don't mind how many assumptions it makes or what simplifications occur, as long as it supports integer, float, datetime and string.  I have to do a lot of pruning, normalising, etc. anyway so I don't care about keeping keys, relationships or anything like that but I need the initial set of data in fast!
"
"134","I have and pretty standard table setup in a current application using the .net XSD DataSet and TableAdapter features. My contracts table consists of some standard contract information, with a column for the primary department. This column is a foreign key to my Departments table, where I store the basic department name, id, notes. This is all setup and functioning in my SQL Server.
When I use the XSD tool, I can drag both tables in at once and it auto detects/creates the foreign key I have between these two tables. This works great when I'm on my main page and am viewing contract data.
However, when I go to my administrative page to modify the department data. I typically do something like this:
Dim dtDepartment As New DepartmentDataTable()
Dim taDepartment As New DepartmentTableAdapter()
taDepartment.Fill(dtDepartment)
However, at this point an exception is thrown saying to the effect that there is a foreign key reference broken here, I'm guessing since I don't have the Contract DataTable filled.
Has anybody encountered this before? I know I can simply remove the foreign key from the XSD to make things work fine, but having the additional integrity check there and having the XSD schema match the SQL schema in the database is nice.
"
"146","I have a website that plays mp3's in a flash player. If a user clicks 'play' the flash player automatically downloads an mp3 and starts playing it.
Is there an easy way to track how many times a particular song clip (or any binary file) is downloaded?
"
"163","stackoverflow.com has a version number at the bottom: ""svn revision: 679""
I want to use such automatic versioning with my .NET web, win forms, wpf projects/solutions.
"
"164","Hello,
we are using WMV Videos on an internal sites, and we are embedding them into web sites. Now, this works quite good on Internet Explorer, but not on Firefox. I've found ways to make it work in Firefox, but then it stops working in Internet Explorer.
We do not want to use Silverlight just yet, especially we can be sure that all clients will be Windows XP with installed Windows Media Player. I just wonder: Is there some sort of Universal Code that embeds WMP into both IE and Firefox, or do we need to implement some user-agent-detection and deliver different HTML for different Browsers?
"
"173","I've been wanting to get my databases under version control.  Does anyone have any advice or recommended articles to get me started?
I'll always want to have at least some data in there (as alumb mentions: user types and administrators).  And I'll probably often want a large collection of generated test data for performance measurement.
"
"174","I want to print HTML from a C# web service.  The Web Browser control is overkill, and does not function well in a service-environment, nor does it function well on a system with very tight security constraints.  Is there any sort of free .NET library that will support the printing of a basic HTML page?  Here is the code I have so far, that is not running properly.
public void PrintThing(string document) {     if (Thread.CurrentThread.GetApartmentState() != ApartmentState.STA)     {         Thread thread =             new Thread((ThreadStart) delegate { PrintDocument(document); });         thread.SetApartmentState(ApartmentState.STA);         thread.Start();     }     else     {         PrintDocument(document);     } }  protected void PrintDocument(string document) {     WebBrowser browser = new WebBrowser();     browser.DocumentText = document;     while (browser.ReadyState != WebBrowserReadyState.Complete)     {         Application.DoEvents();     }     browser.Print(); }
This works fine when called from UI-type threads, but nothing happens when called from a service-type thread.  Changing Print() to ShowPrintPreviewDialog() yields the following IE script error:
Error: 'dialogArguments.___IE_PrintType' is null or not an object URL: res://ieframe.dll/preview.dlg
And a small empty print preview dialog appears.
"
"175","I want to be able to display a normal youtube video with overlaid annotations. This consists of colored rectangles for each frame. The only requirement is that this be done programatically. Youtube has annotations now, but require you use their front end to create them by hand. I want to be able to generate them. What's the best way of doing this?
Some ideas:
Build your own flash player (ew?)
Somehow draw over the youtube flash player. Will this work?
Reverse engineer & hijack youtube's annotation system. Either messing with the local files or redirecting it's attempt to download the annotations. (using greasemonkey? Firefox plugin?)
Ideas that don't count: download the video, edit it, re-encode it, and upload it :P
"
"176","On one Linux Server running Apache and PHP 5, we got multiple Virtual Hosts with separate logfiles and everything. The only thing we cannot seem to separate between virtual hosts is the php error_log. Overriding this setting in the <Location> of the httpd.conf does not seem to do anything.
Did I overlook something? Is there a way to have separate php error_logs for each Virtual Host?
"
"177","Please recommend a good library for programmatically creating PDF documents in .NET applications.
"
"180","This is something I've pseudo-solved many times and never quite found a solution that's stuck with me. The problem is to come up with a way to generate N colors that are as distinguishable as possible where N is a parameter.
"
"192","One of the fun parts of multi-cultural programming are numbers formats.
Americans use 10,000.50, Germans use 10.000,50, French use 10 000,50 etc. My first approach would be: Take the string, parse it backwards, until I encounter a separator and use this as my decimal separator. The obvious flaw with that: 10.000 would be interpreted as 10. Another approach: if the string contains 2 different non-numeric characters, use the last one as the decimal separator and discard the others. If I only have one, check if it occurs more than once and discard it if it does. It it only appears once, check if it has 3 digits after it. If yes, discard it, otherwise use it as decimal separator.
The obvious ""best solution"" would be to detect the User's culture or Browser, but that does not work if you have a Frenchman an an en-US Windows/Browser.
I just wonder: does the .net Framework contain some mythical black magic floating point parser that is better than Double.(Try)Parse() in trying to auto-detect the number format?
"
"194","Yes, I know.  The existence of a running copy of SQL Server 6.5 in 2008 is absurd.
That stipulated, what is the best way to migrate from 6.5 to 2005?  Is there any direct path?  Most of the documentation I've found deals with upgrading 6.5 to 7.
Should I forget about the native SQL Server upgrade utilities, script out all of the objects and data, and try to recreate from scratch?
I was going to attempt the upgrade this weekend, but server issues pushed it back till next.  So, any ideas would be welcomed during the course of the week.
Update.  This is how I ended up doing it:
Back up the database in question and Master on 6.5.
Execute SQL Server 2000's instcat.sql against 6.5's Master.  This allows SQL Server 2000's OLEDB provider to connect to 6.5.
Use SQL Server 2000's standalone ""Import and Export Data"" to create a DTS package, using OLEDB to connect to 6.5.  This successfully copied all 6.5's tables to a new 2005 database (also using OLEDB).
Use 6.5's Enterprise Manager to script out all of the database's indexes and triggers to a .sql file.
Execute that .sql file against the new copy of the database, in 2005's Management Studio.
Use 6.5's Enterprise Manager to script out all of the stored procedures.
Execute that .sql file against the 2005 database.  Several dozen sprocs had issues making them incompatible with 2005.  Mainly non-ANSI joins and quoted identifier issues.
Corrected all of those issues and re-executed the .sql file.
Recreated the 6.5's logins in 2005 and gave them appropriate permissions.
There was a bit of rinse/repeat when correcting the stored procedures (there were hundreds of them to correct), but the upgrade went great otherwise.
Being able to use Management Studio instead of Query Analyzer and Enterprise Manager 6.5 is such an amazing difference.  A few report queries that took 20-30 seconds on the 6.5 database are now running in 1-2 seconds, without any modification, new indexes, or anything.  I didn't expect that kind of immediate improvement.
"
"227","Lets say i have an array like such
$artist = array(""the roots"",""michael jackson"",""billy idol"",""more"",""and more"",""and_YET_MORE""); $count = array(5,3,9,1,1,3);
and i want to generate a tag clound that will have artist with a higher number in count be a H6 tag and the lowest being H1?
any ideas?
"
"231","How do I make it so mailto: links will be registered with my program?
And then how would I handle that event in my program?
Most of the solutions I found from a quick Google search are how to do this manually, but I need to do this automatically for users of my program if they click a button such as ""set as default email client"".
Edit: Removed reference to Delphi, because the answer is independent of your language.
"
"234","MySQL has this incredibly useful yet properitary REPLACE INTO SQL Command. I wonder: Can this easily be emulated in SQL Server 2005? Starting a new Transaction, doing a Select() and then either UPDATE or INSERT and Commit is always a little bit a pain in the a.., especially when doing it in the application and therefore always keeping 2 versions of the statement.
I wonder if there is an easy and universal way to implement such a function into SQL Server 2005?
"
"237","I've been interested in Git, but the last time I looked the Windows support was essentially ""run Linux"".
Are there any distributed source control tools that run well on Windows?
"
"246","Does anybody know if there is a way to create a SQLite database based on an XSD DataSet? In the past I've just used a basic SQLite manager, but want to fuse things a bit more with my .NET development if possible.
"
"249","I want to gather info from a user on a local php page (that I control), and use that info to query a form on another site (that I don't control) - how do I do that?
"
"260","I have a little game written in C#. It uses a database as back-end. It's  a trading card game , and I wanted to implement the function of the cards as a script.
What I mean is that I essentially have an interface, ICard, which a card class implements (public class Card056 : ICard) and which contains function that are called by the game.
Now, to make the thing maintainable/moddable, I would like to have the class for each card as source code in the database and essentially compile it on first use. So when I have to add/change a card, I'll just add it to the database and tell my application to refresh, without needing any assembly deployment (especially since we would be talking about 1 assembly per card which means hundreds of assemblies).
Is that possible? Register a class from a source file and then instantiate it, etc.
ICard Cards[current] = new MyGame.CardLibrary.Card056(); Cards[current].OnEnterPlay(ref currentGameState);
The language is C#, but extra bonus if it's possible to write the script in any .NET language.
"
"263","I have been trying to implement Win32's MessageBox using GTK. The app using SDL/OpenGL, so this isn't a GTK app.
I handle the initialisation (gtk_init) sort of stuff inside the MessageBox function as follows:
int MessageBox(HWND hwnd, const char* text, const char* caption, UINT type)
{
GtkWidget *window = NULL;
GtkWidget *dialog = NULL;
gtk_init(&gtkArgc, &gtkArgv);
window = gtk_window_new(GTK_WINDOW_TOPLEVEL);
g_signal_connect(G_OBJECT(window), ""delete_event"", G_CALLBACK(delete_event), NULL);
g_signal_connect(G_OBJECT(window), ""destroy"", G_CALLBACK(destroy), NULL);
// gcallback calls gtk_main_quit()
gtk_init_add((GtkFunction)gcallback, NULL);
if (type & MB_YESNO) {
dialog = gtk_message_dialog_new(GTK_WINDOW(window), GTK_DIALOG_DESTROY_WITH_PARENT, GTK_MESSAGE_QUESTION, GTK_BUTTONS_YES_NO, text);
} else {
dialog = gtk_message_dialog_new(GTK_WINDOW(window), GTK_DIALOG_DESTROY_WITH_PARENT, GTK_MESSAGE_INFO, GTK_BUTTONS_OK, text);
}
gtk_window_set_title(GTK_WINDOW(dialog), caption);
gint result = gtk_dialog_run(GTK_DIALOG(dialog));
gtk_main();
gtk_widget_destroy(dialog);
if (type & MB_YESNO) {
switch (result) {
default:
case GTK_RESPONSE_DELETE_EVENT:
case GTK_RESPONSE_NO:
return IDNO;
break;
case GTK_RESPONSE_YES:
return IDYES;
break;
}
}
return IDOK;
}
Now, I am by no means an experienced GTK programmer, and I realise that I'm probably doing something(s) horribly wrong.
However, my problem is that the last dialog popped up with this function stays around until the process exits. Any ideas?
"
"264","This isn't a question, just more seeking expert advice.
What's the optimal level of concurrency that the C++ implementation of BerkeleyDB can reasonably support?  How many threads can I have hammering away at the DB before throughput starts to suffer because of resource contention?  I've read the manual and know how to set the number of locks, lockers, database page size, etc., but I'd just like some advice from someone who has real-world experience with BDB concurrency.
My application is pretty simple, I'll be doing gets and puts of records that are about 1kb each.  No cursors, no deleting.
"
"265","What are the best practices for checking in BIN directories in a collaborative development environment using SVN?  Should project level references be excluded from checkin?  Is it easier to just add all bin directories?
I develop a lot of DotNetNuke sites and it seems that in a multi-developer environment, it's always a huge task to get the environment setup correctly.
The ultimate goal (of course) is to have a new developer checkout the trunk from SVN, restore the DNN database and have it all just 'work'...
"
"279","I use AnkhSVN and Visual Studio 2005 and 2008. Now, one thing that bugs me is that Ankh does not really work with ASP.NET sites. I cannot add them properly to a repository and it won't detect changes, especially because the site is on a remote server accessed through Frontpage Extensions (File => Open Site).
What are the alternatives? Does a better plug-in exist? Manually downloading the files through FTP and using TortoiseSVN or svn.exe is not really the level of integration I want :) I want to stay within the Visual Studio IDE when possible. Also, I do not control the remote Server, so I can not install anything on it, which means the whole change tracking/comparison to repository has to be done on my machine.
"
"289","I often have a Dictionary of keys & values and need to sort it by value. For example, I have a hash of words and their frequencies, and want to order them by frequency.
There's SortedList which is good for a single value (frequency), but I want to map it back to the word.
SortedDictionary orders by key, not value. Some resort to a custom class , but what's the cleanest way?
"
"296","Original Question: Should I Learn C?
In the theme of the stackoverflow podcast, here's a fun question: should I learn C?  I expect Jeff & Joel will have something to say on this.
Some info on my background:
Primarily a Java programmer on ""enterprisy"" systems.
Favorite languages: python, scheme
7 years programming experience
A very small amount of C++ experience, practically no C experience
No immediate ""need"" to learn C
So should I learn C?  If so, why?  If not, why?
C or Assembly?
Lots of folks recomending Assembler, so add on question: Is it better to learn C or Assembler? If Assembler, which one?
Recommended assemblers so far:
Motorolla 68000
Intel Assembler (does he mean x86?)
MASM32
"
"308","I often run into the following problem.
I work on some changes to a project that require new tables or columns in the database. I make the database modifications and continue my work. Usually, I remember to write down the changes so that they can be replicated on the live system. However, I don't always remember what I've changed and I don't always remember to write it down.
So, I make a push to the live system and get a big, obvious error that there is no NewColumnX. Ugh.
Regardless of the fact that this may not be the best practice for this situation, is there a version control system for databases? I don't care about the specific database technology. I just want to know if one exists. If it happens to work with MS SQL Server, then great.
"
"313","I was once under the belief that Microsoft was working on an official, ruby-like, Migration framework. However, I haven't been able to find any additional information (or even the original source of my belief).
Does anyone know any information about an official migration framework? or possibly an open source one?
"
"328","What are some guidelines for maintaining responsible session security with PHP?  There's information all over the web, so it's about time it all landed in one place!
"
"330","I am working on a collection of classes used for video playback and recording. I have one main class which acts like the public interface, with methods like play(), stop(), pause(), record()...etc. Then I have workhorse classes which do the video decoding and video encoding.
I just learned about the existence of nested classes in C++, and I'm curious to know what programmers think about using them. I'm a little wary and not really sure what the benefits/drawbacks are, but they seem (according to the book I'm reading) to be used in cases such as mine.
The book suggests that in a scenario like mine, a good solution would be to nest the workhorse classes inside the interface class, so there are no separate files for classes the client is not meant to use, and to avoid any possible naming conflicts? I don't know about these justifications. Nested classes are a new concept to me. Just want to see what programmers think about the issue.
"
"336","So I hear a lot of opinions about this, and I wanted to see if there was anything resembling a consensus. When is it appropriate to use an unsigned variable over a signed one? What about in a for loop?
for (unsigned int i = 0; i < someThing.length(); i++) {
SomeThing var = someThing.at(i);
// You get the idea.
}
As I said, I hear a lot of opinions, but not a lot of consensus. I know Java doesn't have unsigned values, and that must have been a concious decision on Sun's part.
Looking forward to hearing everybody's opinion.
"
"337","I'm about to build a piece of a project that will need to build and post an xml document to a web service, and I'd like to do it in Python as a means to expand my skills there.  Unfortunately, while I know the XML model fairly well in .Net, I'm uncertain what the pros and cons are of the XML models in Python.
Anyone have experience doing XML processing in Python?  Where would you suggest I start.  The XML files I'll be building will be fairly simple.
"
"361","How would I go about generating a list of all possible permutations of a string between x and y characters in length, containing a variable list of characters.
Any language would work but it should be portable.
"
