"118","6","?","title"
"119","6","i","body"
"120","6","have","body"
"121","6","an","body"
"122","6","absolutely","body"
"123","6","positioned","body"
"124","6","div","body"
"125","6","containing","body"
"126","6","several","body"
"127","6","child","body"
"128","6",",","body"
"129","6","one","body"
"130","6","of","body"
"131","6","which","body"
"132","6","is","body"
"133","6","a","body"
"134","6","relatively","body"
"135","6","positioned","body"
"136","6","div","body"
"137","6",".","body"
"138","6","when","body"
"139","6","i","body"
"140","6","use","body"
"141","6","a","body"
"142","6","percentage-based","body"
"143","6","width","body"
"144","6","on","body"
"145","6","the","body"
"146","6","child","body"
"147","6","div","body"
"148","6",",","body"
"149","6","it","body"
"150","6","collapse","body"
"151","6","to","body"
"152","6","0","body"
"153","6","width","body"
"154","6","on","body"
"155","6","ie7","body"
"156","6",",","body"
"157","6","but","body"
"158","6","not","body"
"159","6","on","body"
"160","6","firefox","body"
"161","6","or","body"
"162","6","safari","body"
"163","6",".","body"
"164","6","if","body"
"165","6","i","body"
"166","6","use","body"
"167","6","pixel","body"
"168","6","width","body"
"169","6",",","body"
"170","6","it","body"
"171","6","work","body"
"172","6",".","body"
"173","6","if","body"
"174","6","the","body"
"175","6","parent","body"
"176","6","is","body"
"177","6","relatively","body"
"178","6","positioned","body"
"179","6",",","body"
"180","6","the","body"
"181","6","percentage","body"
"182","6","width","body"
"183","6","on","body"
"184","6","the","body"
"185","6","child","body"
"186","6","work","body"
"187","6",".","body"
"188","6","is","body"
"189","6","there","body"
"190","6","something","body"
"191","6","i","body"
"192","6","'m","body"
"193","6","missing","body"
"194","6","here","body"
"195","6","?","body"
"196","6","is","body"
"197","6","there","body"
"198","6","an","body"
"199","6","easy","body"
"200","6","fix","body"
"201","6","besides","body"
"202","6","the","body"
"203","6","pixel-based","body"
"204","6","width","body"
"205","6","on","body"
"206","6","the","body"
"207","6","child","body"
"208","6","?","body"
"209","6","is","body"
"210","6","there","body"
"211","6","an","body"
"212","6","area","body"
"213","6","of","body"
"214","6","the","body"
"215","6","css","body"
"216","6","specification","body"
"217","6","that","body"
"218","6","cover","body"
"219","6","this","body"
"220","6","?","body"
"221","6","html","tag"
"222","6","css","tag"
"223","6","internet-explorer-7","tag"
"224","8","are","title"
"225","8","there","title"
"226","8","any","title"
"227","8","conversion","title"
"228","8","tool","title"
"229","8","for","title"
"230","8","porting","title"
"231","8","visual","title"
"232","8","j","title"
"233","8","#","title"
"234","8","code","title"
"235","8","to","title"
"236","8","c","title"
"237","8","#","title"
"238","8","?","title"
"239","8","are","body"
"240","8","there","body"
"241","8","any","body"
"242","8","conversion","body"
"243","8","tool","body"
"244","8","for","body"
"245","8","porting","body"
"246","8","visual","body"
"247","8","j","body"
"248","8","#","body"
"249","8","code","body"
"250","8","to","body"
"251","8","c","body"
"252","8","#","body"
"253","8","?","body"
"254","8","c#","tag"
"255","8","conversion","tag"
"256","8","j#","tag"
"257","9","how","title"
"258","9","do","title"
"259","9","i","title"
"260","9","calculate","title"
"261","9","someone","title"
"262","9","'s","title"
"263","9","age","title"
"264","9","in","title"
"265","9","c","title"
"266","9","#","title"
"267","9","?","title"
"268","9","given","body"
"269","9","a","body"
"270","9","datetime","body"
"271","9","representing","body"
"272","9","their","body"
"273","9","birthday","body"
"274","9",",","body"
"275","9","how","body"
"276","9","do","body"
"277","9","i","body"
"278","9","calculate","body"
"279","9","someone","body"
"280","9","'s","body"
"281","9","age","body"
"282","9","?","body"
"283","9","c#","tag"
"284","9","datetime","tag"
"285","11","how","title"
"286","11","do","title"
"287","11","i","title"
"288","11","calculate","title"
"289","11","relative","title"
"290","11","time","title"
"291","11","?","title"
"292","11","given","body"
"293","11","a","body"
"294","11","specific","body"
"295","11","datetime","body"
"296","11","value","body"
"297","11",",","body"
"298","11","how","body"
"299","11","do","body"
"300","11","i","body"
"301","11","display","body"
"302","11","relative","body"
"303","11","time","body"
"304","11",",","body"
"305","11","like","body"
"306","11","2","body"
"307","11","hour","body"
"308","11","ago","body"
"309","11","3","body"
"310","11","day","body"
"311","11","ago","body"
"312","11","a","body"
"313","11","month","body"
"314","11","ago","body"
"315","11","etc","body"
"316","11",",","body"
"317","11","etc","body"
"318","11","...","body"
"319","11","?","body"
"320","11","c#","tag"
"321","11",".net","tag"
"322","11","datetime","tag"
"323","11","timespan","tag"
"324","13","how","title"
"325","13","can","title"
"326","13","i","title"
"327","13","determine","title"
"328","13","a","title"
"329","13","web","title"
"330","13","user","title"
"331","13","'s","title"
"332","13","time","title"
"333","13","zone","title"
"334","13","?","title"
"335","13","is","body"
"336","13","there","body"
"337","13","a","body"
"338","13","standard","body"
"339","13","way","body"
"340","13","for","body"
"341","13","a","body"
"342","13","web","body"
"343","13","server","body"
"344","13","to","body"
"345","13","determine","body"
"346","13","what","body"
"347","13","time","body"
"348","13","zone","body"
"349","13","offset","body"
"350","13","a","body"
"351","13","user","body"
"352","13","is","body"
"353","13","in","body"
"354","13","?","body"
"355","13","from","body"
"356","13","an","body"
"357","13","http","body"
"358","13","header","body"
"359","13","or","body"
"360","13","part","body"
"361","13","of","body"
"362","13","the","body"
"363","13","user-agent","body"
"364","13","description","body"
"365","13",",","body"
"366","13","perhaps","body"
"367","13","?","body"
"368","13","html","tag"
"369","13","browser","tag"
"370","13","time","tag"
"371","13","timezone","tag"
"372","14","what","title"
"373","14","'s","title"
"374","14","the","title"
"375","14","difference","title"
"376","14","between","title"
"377","14","math.floor","title"
"378","14","(","title"
"379","14",")","title"
"380","14","and","title"
"381","14","math.truncate","title"
"382","14","(","title"
"383","14",")","title"
"384","14","in","title"
"385","14",".net","title"
"386","14","?","title"
"387","14","what","body"
"388","14","is","body"
"389","14","the","body"
"390","14","difference","body"
"391","14","between","body"
"392","14","math.floor","body"
"393","14","(","body"
"394","14",")","body"
"395","14","and","body"
"396","14","math.truncate","body"
"397","14","(","body"
"398","14",")","body"
"399","14","in","body"
"400","14","c","body"
"401","14","#","body"
"402","14","?","body"
"403","14","c#","tag"
"404","14","math","tag"
"405","16","how","title"
"406","16","do","title"
"407","16","i","title"
"408","16","fill","title"
"409","16","a","title"
"410","16","dataset","title"
"411","16","or","title"
"412","16","a","title"
"413","16","datatable","title"
"414","16","from","title"
"415","16","a","title"
"416","16","linq","title"
"417","16","query","title"
"418","16","resultset","title"
"419","16","?","title"
"420","16","how","body"
"421","16","do","body"
"422","16","you","body"
"423","16","expose","body"
"424","16","a","body"
"425","16","linq","body"
"426","16","query","body"
"427","16","a","body"
"428","16","an","body"
"429","16","asmx","body"
"430","16","web","body"
"431","16","service","body"
"432","16","?","body"
"433","16","usually","body"
"434","16",",","body"
"435","16","from","body"
"436","16","the","body"
"437","16","business","body"
"438","16","tier","body"
"439","16",",","body"
"440","16","i","body"
"441","16","can","body"
"442","16","return","body"
"443","16","a","body"
"444","16","typed","body"
"445","16","dataset","body"
"446","16","or","body"
"447","16","datatable","body"
"448","16","which","body"
"449","16","can","body"
"450","16","be","body"
"451","16","serialized","body"
"452","16","for","body"
"453","16","transport","body"
"454","16","over","body"
"455","16","asmx","body"
"456","16",".","body"
"457","16","how","body"
"458","16","can","body"
"459","16","i","body"
"460","16","do","body"
"461","16","the","body"
"462","16","same","body"
"463","16","for","body"
"464","16","a","body"
"465","16","linq","body"
"466","16","query","body"
"467","16","?","body"
"468","16","is","body"
"469","16","there","body"
"470","16","a","body"
"471","16","way","body"
"472","16","to","body"
"473","16","populate","body"
"474","16","a","body"
"475","16","typed","body"
"476","16","dataset","body"
"477","16","or","body"
"478","16","datatable","body"
"479","16","via","body"
"480","16","a","body"
"481","16","linq","body"
"482","16","query","body"
"483","16","?","body"
"484","16",":","body"
"485","16","public","body"
"486","16","static","body"
"487","16","mydatatable","body"
"488","16","callmysproc","body"
"489","16","(","body"
"490","16",")","body"
"491","16","{","body"
"492","16","string","body"
"493","16","conn","body"
"494","16","=","body"
"495","16","...","body"
"496","16",";","body"
"497","16","mydatabasedatacontext","body"
"498","16","db","body"
"499","16","=","body"
"500","16","new","body"
"501","16","mydatabasedatacontext","body"
"502","16","(","body"
"503","16","conn","body"
"504","16",")","body"
"505","16",";","body"
"506","16","mydatatable","body"
"507","16","dt","body"
"508","16","=","body"
"509","16","new","body"
"510","16","mydatatable","body"
"511","16","(","body"
"512","16",")","body"
"513","16",";","body"
"514","16","//","body"
"515","16","execute","body"
"516","16","a","body"
"517","16","sproc","body"
"518","16","via","body"
"519","16","linq","body"
"520","16","var","body"
"521","16","query","body"
"522","16","=","body"
"523","16","from","body"
"524","16","dr","body"
"525","16","in","body"
"526","16","db.mysproc","body"
"527","16","(","body"
"528","16",")","body"
"529","16",".asenumerable","body"
"530","16","select","body"
"531","16","dr","body"
"532","16",";","body"
"533","16","//","body"
"534","16","copy","body"
"535","16","linq","body"
"536","16","query","body"
"537","16","resultset","body"
"538","16","into","body"
"539","16","a","body"
"540","16","datatable","body"
"541","16","-this","body"
"542","16","doe","body"
"543","16","not","body"
"544","16","work","body"
"545","16","!","body"
"546","16","dt","body"
"547","16","=","body"
"548","16","query.copytodatatable","body"
"549","16","(","body"
"550","16",")","body"
"551","16",";","body"
"552","16","return","body"
"553","16","dt","body"
"554","16",";","body"
"555","16","}","body"
"556","16","how","body"
"557","16","can","body"
"558","16","i","body"
"559","16","get","body"
"560","16","the","body"
"561","16","resultset","body"
"562","16","of","body"
"563","16","a","body"
"564","16","linq","body"
"565","16","query","body"
"566","16","into","body"
"567","16","a","body"
"568","16","dataset","body"
"569","16","or","body"
"570","16","datatable","body"
"571","16","?","body"
"572","16","alternatively","body"
"573","16",",","body"
"574","16","is","body"
"575","16","the","body"
"576","16","linq","body"
"577","16","query","body"
"578","16","serializeable","body"
"579","16","so","body"
"580","16","that","body"
"581","16","i","body"
"582","16","can","body"
"583","16","expose","body"
"584","16","it","body"
"585","16","a","body"
"586","16","an","body"
"587","16","asmx","body"
"588","16","web","body"
"589","16","service","body"
"590","16","?","body"
"591","16","c#","tag"
"592","16","linq","tag"
"593","16","web-services","tag"
"594","16",".net-3.5","tag"
"595","17","binary","title"
"596","17","data","title"
"597","17","in","title"
"598","17","mysql","title"
"599","17","how","body"
"600","17","do","body"
"601","17","i","body"
"602","17","store","body"
"603","17","binary","body"
"604","17","data","body"
"605","17","in","body"
"606","17","mysql","body"
"607","17","?","body"
"608","17","mysql","tag"
"609","17","database","tag"
"610","19","fastest","title"
"611","19","way","title"
"612","19","to","title"
"613","19","get","title"
"614","19","value","title"
"615","19","of","title"
"616","19","pi","title"
"617","19","solutions","body"
"618","19","welcome","body"
"619","19","in","body"
"620","19","any","body"
"621","19","language","body"
"622","19",".","body"
"623","19",":","body"
"624","19","-","body"
"625","19",")","body"
"626","19","i","body"
"627","19","'m","body"
"628","19","looking","body"
"629","19","for","body"
"630","19","the","body"
"631","19","fastest","body"
"632","19","way","body"
"633","19","to","body"
"634","19","obtain","body"
"635","19","the","body"
"636","19","value","body"
"637","19","of","body"
"638","19","pi","body"
"639","19",",","body"
"640","19","a","body"
"641","19","a","body"
"642","19","personal","body"
"643","19","challenge","body"
"644","19",".","body"
"645","19","more","body"
"646","19","specifically","body"
"647","19","i","body"
"648","19","'m","body"
"649","19","using","body"
"650","19","way","body"
"651","19","that","body"
"652","19","do","body"
"653","19","n't","body"
"654","19","involve","body"
"655","19","using","body"
"656","19","#","body"
"657","19","defined","body"
"658","19","constant","body"
"659","19","like","body"
"660","19","m_pi","body"
"661","19",",","body"
"662","19","or","body"
"663","19","hard-coding","body"
"664","19","the","body"
"665","19","number","body"
"666","19","in","body"
"667","19",".","body"
"668","19","the","body"
"669","19","program","body"
"670","19","below","body"
"671","19","test","body"
"672","19","the","body"
"673","19","various","body"
"674","19","way","body"
"675","19","i","body"
"676","19","know","body"
"677","19","of","body"
"678","19",".","body"
"679","19","the","body"
"680","19","inline","body"
"681","19","assembly","body"
"682","19","version","body"
"683","19","is","body"
"684","19",",","body"
"685","19","in","body"
"686","19","theory","body"
"687","19",",","body"
"688","19","the","body"
"689","19","fastest","body"
"690","19","option","body"
"691","19",",","body"
"692","19","though","body"
"693","19","clearly","body"
"694","19","not","body"
"695","19","portable","body"
"696","19",";","body"
"697","19","i","body"
"698","19","'ve","body"
"699","19","included","body"
"700","19","it","body"
"701","19","a","body"
"702","19","a","body"
"703","19","baseline","body"
"704","19","to","body"
"705","19","compare","body"
"706","19","the","body"
"707","19","other","body"
"708","19","version","body"
"709","19","against","body"
"710","19",".","body"
"711","19","in","body"
"712","19","my","body"
"713","19","test","body"
"714","19",",","body"
"715","19","with","body"
"716","19","built-ins","body"
"717","19",",","body"
"718","19","the","body"
"719","19","4","body"
"720","19","*","body"
"721","19","atan","body"
"722","19","(","body"
"723","19","1","body"
"724","19",")","body"
"725","19","version","body"
"726","19","is","body"
"727","19","fastest","body"
"728","19","on","body"
"729","19","gcc","body"
"730","19","4.2","body"
"731","19",",","body"
"732","19","because","body"
"733","19","it","body"
"734","19","auto-folds","body"
"735","19","the","body"
"736","19","atan","body"
"737","19","(","body"
"738","19","1","body"
"739","19",")","body"
"740","19","into","body"
"741","19","a","body"
"742","19","constant","body"
"743","19",".","body"
"744","19","with","body"
"745","19","-fno-builtin","body"
"746","19","specified","body"
"747","19",",","body"
"748","19","the","body"
"749","19","atan2","body"
"750","19","(","body"
"751","19","0","body"
"752","19",",","body"
"753","19","-1","body"
"754","19",")","body"
"755","19","version","body"
"756","19","is","body"
"757","19","fastest","body"
"758","19",".","body"
"759","19","here","body"
"760","19","'s","body"
"761","19","the","body"
"762","19","main","body"
"763","19","testing","body"
"764","19","program","body"
"765","19","(","body"
"766","19","pitimes.c","body"
"767","19",")","body"
"768","19",":","body"
"769","19","#","body"
"770","19","include","body"
"771","19","<","body"
"772","19","math.h","body"
"773","19",">","body"
"774","19","#","body"
"775","19","include","body"
"776","19","<","body"
"777","19","stdio.h","body"
"778","19",">","body"
"779","19","#","body"
"780","19","include","body"
"781","19","<","body"
"782","19","time.h","body"
"783","19",">","body"
"784","19","#","body"
"785","19","define","body"
"786","19","iters","body"
"787","19","10000000","body"
"788","19","#","body"
"789","19","define","body"
"790","19","testwith","body"
"791","19","(","body"
"792","19","x","body"
"793","19",")","body"
"794","19","{","body"
"795","19","\","body"
"796","19","diff","body"
"797","19","=","body"
"798","19","0.0","body"
"799","19",";","body"
"800","19","\","body"
"801","19","time1","body"
"802","19","=","body"
"803","19","clock","body"
"804","19","(","body"
"805","19",")","body"
"806","19",";","body"
"807","19","\","body"
"808","19","for","body"
"809","19","(","body"
"810","19","i","body"
"811","19","=","body"
"812","19","0","body"
"813","19",";","body"
"814","19","i","body"
"815","19","<","body"
"816","19","iters","body"
"817","19",";","body"
"818","19","++i","body"
"819","19",")","body"
"820","19","\","body"
"821","19","diff","body"
"822","19","+=","body"
"823","19","(","body"
"824","19","x","body"
"825","19",")","body"
"826","19","-","body"
"827","19","m_pi","body"
"828","19",";","body"
"829","19","\","body"
"830","19","time2","body"
"831","19","=","body"
"832","19","clock","body"
"833","19","(","body"
"834","19",")","body"
"835","19",";","body"
"836","19","\","body"
"837","19","printf","body"
"838","19","(","body"
"839","19","``","body"
"840","19","%","body"
"841","19","s\t=","body"
"842","19",">","body"
"843","19","%","body"
"844","19","e","body"
"845","19",",","body"
"846","19","time","body"
"847","19","=","body"
"848","19",">","body"
"849","19","%","body"
"850","19","f\n","body"
"851","19","''","body"
"852","19",",","body"
"853","19","#","body"
"854","19","x","body"
"855","19",",","body"
"856","19","diff","body"
"857","19",",","body"
"858","19","diffclock","body"
"859","19","(","body"
"860","19","time2","body"
"861","19",",","body"
"862","19","time1","body"
"863","19",")","body"
"864","19",")","body"
"865","19",";","body"
"866","19","\","body"
"867","19","}","body"
"868","19","static","body"
"869","19","inline","body"
"870","19","double","body"
"871","19","diffclock","body"
"872","19","(","body"
"873","19","clock_t","body"
"874","19","time1","body"
"875","19",",","body"
"876","19","clock_t","body"
"877","19","time0","body"
"878","19",")","body"
"879","19","{","body"
"880","19","return","body"
"881","19","(","body"
"882","19","double","body"
"883","19",")","body"
"884","19","(","body"
"885","19","time1","body"
"886","19","-","body"
"887","19","time0","body"
"888","19",")","body"
"889","19","/","body"
"890","19","clocks_per_sec","body"
"891","19",";","body"
"892","19","}","body"
"893","19","int","body"
"894","19","main","body"
"895","19","(","body"
"896","19",")","body"
"897","19","{","body"
"898","19","int","body"
"899","19","i","body"
"900","19",";","body"
"901","19","clock_t","body"
"902","19","time1","body"
"903","19",",","body"
"904","19","time2","body"
"905","19",";","body"
"906","19","double","body"
"907","19","diff","body"
"908","19",";","body"
"909","19","/*","body"
"910","19","warmup","body"
"911","19",".","body"
"912","19","the","body"
"913","19","atan2","body"
"914","19","case","body"
"915","19","catch","body"
"916","19","gcc","body"
"917","19","'s","body"
"918","19","atan","body"
"919","19","folding","body"
"920","19","(","body"
"921","19","which","body"
"922","19","would","body"
"923","19","*","body"
"924","19","optimise","body"
"925","19","the","body"
"926","19","``","body"
"927","19","4","body"
"928","19","*","body"
"929","19","atan","body"
"930","19","(","body"
"931","19","1","body"
"932","19",")","body"
"933","19","-","body"
"934","19","m_pi","body"
"935","19","''","body"
"936","19","to","body"
"937","19","a","body"
"938","19","no-op","body"
"939","19",")","body"
"940","19",",","body"
"941","19","if","body"
"942","19","-fno-builtin","body"
"943","19","*","body"
"944","19","is","body"
"945","19","not","body"
"946","19","used","body"
"947","19",".","body"
"948","19","*/","body"
"949","19","testwith","body"
"950","19","(","body"
"951","19","4","body"
"952","19","*","body"
"953","19","atan","body"
"954","19","(","body"
"955","19","1","body"
"956","19",")","body"
"957","19",")","body"
"958","19","testwith","body"
"959","19","(","body"
"960","19","4","body"
"961","19","*","body"
"962","19","atan2","body"
"963","19","(","body"
"964","19","1","body"
"965","19",",","body"
"966","19","1","body"
"967","19",")","body"
"968","19",")","body"
"969","19","#","body"
"970","19","if","body"
"971","19","defined","body"
"972","19","(","body"
"973","19","__gnuc__","body"
"974","19",")","body"
"975","19","&","body"
"976","19","&","body"
"977","19","(","body"
"978","19","defined","body"
"979","19","(","body"
"980","19","__i386__","body"
"981","19",")","body"
"982","19","||","body"
"983","19","defined","body"
"984","19","(","body"
"985","19","__amd64__","body"
"986","19",")","body"
"987","19",")","body"
"988","19","extern","body"
"989","19","double","body"
"990","19","fldpi","body"
"991","19","(","body"
"992","19",")","body"
"993","19",";","body"
"994","19","testwith","body"
"995","19","(","body"
"996","19","fldpi","body"
"997","19","(","body"
"998","19",")","body"
"999","19",")","body"
"1000","19","#","body"
"1001","19","endif","body"
"1002","19","/*","body"
"1003","19","actual","body"
"1004","19","test","body"
"1005","19","start","body"
"1006","19","here","body"
"1007","19",".","body"
"1008","19","*/","body"
"1009","19","testwith","body"
"1010","19","(","body"
"1011","19","atan2","body"
"1012","19","(","body"
"1013","19","0","body"
"1014","19",",","body"
"1015","19","-1","body"
"1016","19",")","body"
"1017","19",")","body"
"1018","19","testwith","body"
"1019","19","(","body"
"1020","19","acos","body"
"1021","19","(","body"
"1022","19","-1","body"
"1023","19",")","body"
"1024","19",")","body"
"1025","19","testwith","body"
"1026","19","(","body"
"1027","19","2","body"
"1028","19","*","body"
"1029","19","asin","body"
"1030","19","(","body"
"1031","19","1","body"
"1032","19",")","body"
"1033","19",")","body"
"1034","19","testwith","body"
"1035","19","(","body"
"1036","19","4","body"
"1037","19","*","body"
"1038","19","atan2","body"
"1039","19","(","body"
"1040","19","1","body"
"1041","19",",","body"
"1042","19","1","body"
"1043","19",")","body"
"1044","19",")","body"
"1045","19","testwith","body"
"1046","19","(","body"
"1047","19","4","body"
"1048","19","*","body"
"1049","19","atan","body"
"1050","19","(","body"
"1051","19","1","body"
"1052","19",")","body"
"1053","19",")","body"
"1054","19","return","body"
"1055","19","0","body"
"1056","19",";","body"
"1057","19","}","body"
"1058","19","and","body"
"1059","19","the","body"
"1060","19","inline","body"
"1061","19","assembly","body"
"1062","19","stuff","body"
"1063","19","(","body"
"1064","19","fldpi.c","body"
"1065","19",")","body"
"1066","19",",","body"
"1067","19","noting","body"
"1068","19","that","body"
"1069","19","it","body"
"1070","19","will","body"
"1071","19","only","body"
"1072","19","work","body"
"1073","19","for","body"
"1074","19","x86","body"
"1075","19","and","body"
"1076","19","x64","body"
"1077","19","system","body"
"1078","19",":","body"
"1079","19","double","body"
"1080","19","fldpi","body"
"1081","19","(","body"
"1082","19",")","body"
"1083","19","{","body"
"1084","19","double","body"
"1085","19","pi","body"
"1086","19",";","body"
"1087","19","asm","body"
"1088","19","(","body"
"1089","19","``","body"
"1090","19","fldpi","body"
"1091","19","''","body"
"1092","19",":","body"
"1093","19","``","body"
"1094","19","=t","body"
"1095","19","''","body"
"1096","19","(","body"
"1097","19","pi","body"
"1098","19",")","body"
"1099","19",")","body"
"1100","19",";","body"
"1101","19","return","body"
"1102","19","pi","body"
"1103","19",";","body"
"1104","19","}","body"
"1105","19","and","body"
"1106","19","a","body"
"1107","19","build","body"
"1108","19","script","body"
"1109","19","that","body"
"1110","19","build","body"
"1111","19","all","body"
"1112","19","the","body"
"1113","19","configuration","body"
"1114","19","i","body"
"1115","19","'m","body"
"1116","19","testing","body"
"1117","19","(","body"
"1118","19","build.sh","body"
"1119","19",")","body"
"1120","19",":","body"
"1121","19","#","body"
"1122","19","!","body"
"1123","19","/bin/sh","body"
"1124","19","gcc","body"
"1125","19","-o3","body"
"1126","19","-wall","body"
"1127","19","-c","body"
"1128","19","-m32","body"
"1129","19","-o","body"
"1130","19","fldpi-32.o","body"
"1131","19","fldpi.c","body"
"1132","19","gcc","body"
"1133","19","-o3","body"
"1134","19","-wall","body"
"1135","19","-c","body"
"1136","19","-m64","body"
"1137","19","-o","body"
"1138","19","fldpi-64.o","body"
"1139","19","fldpi.c","body"
"1140","19","gcc","body"
"1141","19","-o3","body"
"1142","19","-wall","body"
"1143","19","-ffast-math","body"
"1144","19","-m32","body"
"1145","19","-o","body"
"1146","19","pitimes1-32","body"
"1147","19","pitimes.c","body"
"1148","19","fldpi-32.o","body"
"1149","19","gcc","body"
"1150","19","-o3","body"
"1151","19","-wall","body"
"1152","19","-m32","body"
"1153","19","-o","body"
"1154","19","pitimes2-32","body"
"1155","19","pitimes.c","body"
"1156","19","fldpi-32.o","body"
"1157","19","-lm","body"
"1158","19","gcc","body"
"1159","19","-o3","body"
"1160","19","-wall","body"
"1161","19","-fno-builtin","body"
"1162","19","-m32","body"
"1163","19","-o","body"
"1164","19","pitimes3-32","body"
"1165","19","pitimes.c","body"
"1166","19","fldpi-32.o","body"
"1167","19","-lm","body"
"1168","19","gcc","body"
"1169","19","-o3","body"
"1170","19","-wall","body"
"1171","19","-ffast-math","body"
"1172","19","-m64","body"
"1173","19","-o","body"
"1174","19","pitimes1-64","body"
"1175","19","pitimes.c","body"
"1176","19","fldpi-64.o","body"
"1177","19","-lm","body"
"1178","19","gcc","body"
"1179","19","-o3","body"
"1180","19","-wall","body"
"1181","19","-m64","body"
"1182","19","-o","body"
"1183","19","pitimes2-64","body"
"1184","19","pitimes.c","body"
"1185","19","fldpi-64.o","body"
"1186","19","-lm","body"
"1187","19","gcc","body"
"1188","19","-o3","body"
"1189","19","-wall","body"
"1190","19","-fno-builtin","body"
"1191","19","-m64","body"
"1192","19","-o","body"
"1193","19","pitimes3-64","body"
"1194","19","pitimes.c","body"
"1195","19","fldpi-64.o","body"
"1196","19","-lm","body"
"1197","19","apart","body"
"1198","19","from","body"
"1199","19","testing","body"
"1200","19","between","body"
"1201","19","various","body"
"1202","19","compiler","body"
"1203","19","flag","body"
"1204","19","(","body"
"1205","19","i","body"
"1206","19","'ve","body"
"1207","19","compared","body"
"1208","19","32-bit","body"
"1209","19","against","body"
"1210","19","64-bit","body"
"1211","19","too","body"
"1212","19",",","body"
"1213","19","because","body"
"1214","19","the","body"
"1215","19","optimisation","body"
"1216","19","are","body"
"1217","19","different","body"
"1218","19",")","body"
"1219","19",",","body"
"1220","19","i","body"
"1221","19","'ve","body"
"1222","19","also","body"
"1223","19","tried","body"
"1224","19","switching","body"
"1225","19","the","body"
"1226","19","order","body"
"1227","19","of","body"
"1228","19","the","body"
"1229","19","test","body"
"1230","19","around","body"
"1231","19",".","body"
"1232","19","the","body"
"1233","19","atan2","body"
"1234","19","(","body"
"1235","19","0","body"
"1236","19",",","body"
"1237","19","-1","body"
"1238","19",")","body"
"1239","19","version","body"
"1240","19","still","body"
"1241","19","come","body"
"1242","19","out","body"
"1243","19","top","body"
"1244","19","every","body"
"1245","19","time","body"
"1246","19",",","body"
"1247","19","though","body"
"1248","19",".","body"
"1249","19","i","body"
"1250","19","'m","body"
"1251","19","keen","body"
"1252","19","to","body"
"1253","19","hear","body"
"1254","19","what","body"
"1255","19","result","body"
"1256","19","you","body"
"1257","19","have","body"
"1258","19",",","body"
"1259","19","a","body"
"1260","19","well","body"
"1261","19","a","body"
"1262","19","improvement","body"
"1263","19","to","body"
"1264","19","the","body"
"1265","19","testing","body"
"1266","19","process","body"
"1267","19",".","body"
"1268","19",":","body"
"1269","19","-","body"
"1270","19",")","body"
"1271","19","performance","tag"
"1272","19","algorithm","tag"
"1273","19","language-agnostic","tag"
"1274","19","unix","tag"
"1275","19","pi","tag"
"1276","23","latest","title"
"1277","23","information","title"
"1278","23","on","title"
"1279","23","php","title"
"1280","23","upcoming","title"
"1281","23","release","title"
